No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
162,48.2779149,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-53dBm,,,"QoS Data, SN=669, FN=0, Flags=.p..R.F."
166,50.0656862,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-55dBm,,,"QoS Data, SN=670, FN=0, Flags=.p..R.F."
168,50.5917332,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-52dBm,,,"QoS Data, SN=671, FN=0, Flags=.p....F."
173,51.7264478,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-56dBm,,,"QoS Data, SN=672, FN=0, Flags=.p..R.F."
174,52.5093076,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-44dBm,,,"QoS Data, SN=673, FN=0, Flags=.p....F."
179,54.0792022,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-51dBm,,,"QoS Data, SN=674, FN=0, Flags=.p....F."
182,54.257771399999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-58dBm,,,"QoS Data, SN=675, FN=0, Flags=.p..R.F."
186,55.378099799999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-45dBm,,,"QoS Data, SN=676, FN=0, Flags=.p..R.F."
191,55.403450899999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-47dBm,,,"QoS Data, SN=677, FN=0, Flags=.p..R.F."
193,56.6028581,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-47dBm,,,"QoS Data, SN=678, FN=0, Flags=.p....F."
194,58.2898716,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-46dBm,,,"QoS Data, SN=679, FN=0, Flags=.p....F."
198,58.340706999999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-49dBm,,,"QoS Data, SN=680, FN=0, Flags=.p....F."
202,59.735303599999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-55dBm,,,"QoS Data, SN=681, FN=0, Flags=.p..R.F."
206,61.56838199999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-52dBm,,,"QoS Data, SN=682, FN=0, Flags=.p....F."
209,62.38571569999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-51dBm,,,"QoS Data, SN=683, FN=0, Flags=.p....F."
210,63.20792939999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-53dBm,,,"QoS Data, SN=684, FN=0, Flags=.p....F."
212,63.68885849999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-38dBm,,,"QoS Data, SN=685, FN=0, Flags=.p..R.F."
213,64.55555519999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-50dBm,,,"QoS Data, SN=686, FN=0, Flags=.p..R.F."
214,65.76348299999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-44dBm,,,"QoS Data, SN=687, FN=0, Flags=.p....F."
216,66.66290319999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-65dBm,,,"QoS Data, SN=688, FN=0, Flags=.p....F."
219,68.20912859999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-55dBm,,,"QoS Data, SN=689, FN=0, Flags=.p....F."
224,68.73428859999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-59dBm,,,"QoS Data, SN=690, FN=0, Flags=.p....F."
227,68.87094699999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-47dBm,,,"QoS Data, SN=691, FN=0, Flags=.p....F."
232,69.54704279999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-43dBm,,,"QoS Data, SN=692, FN=0, Flags=.p..R.F."
237,70.94869719999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-47dBm,,,"QoS Data, SN=693, FN=0, Flags=.p....F."
239,72.32266539999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-53dBm,,,"QoS Data, SN=694, FN=0, Flags=.p..R.F."
244,74.02180269999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,247,-52dBm,,,"QoS Data, SN=695, FN=0, Flags=.p....F."
249,75.53970959999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-57dBm,,,"QoS Data, SN=696, FN=0, Flags=.p..R.F."
253,75.81873099999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-48dBm,,,"QoS Data, SN=697, FN=0, Flags=.p....F."
258,77.16433869999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-61dBm,,,"QoS Data, SN=698, FN=0, Flags=.p....F."
259,79.14696339999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-46dBm,,,"QoS Data, SN=699, FN=0, Flags=.p....F."
261,79.32490749999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-50dBm,,,"QoS Data, SN=700, FN=0, Flags=.p....F."
263,80.30766199999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-53dBm,,,"QoS Data, SN=701, FN=0, Flags=.p....F."
266,81.75733159999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,175,-54dBm,,,"QoS Data, SN=702, FN=0, Flags=.p....F."
270,83.20897649999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-53dBm,,,"QoS Data, SN=703, FN=0, Flags=.p....F."
271,84.65933729999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-43dBm,,,"QoS Data, SN=704, FN=0, Flags=.p....F."
274,86.08336139999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-56dBm,,,"QoS Data, SN=705, FN=0, Flags=.p..R.F."
276,87.20360829999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,216,-51dBm,,,"QoS Data, SN=706, FN=0, Flags=.p..R.F."
277,89.06365219999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,122,-62dBm,,,"QoS Data, SN=707, FN=0, Flags=.p....F."
282,90.62047379999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-57dBm,,,"QoS Data, SN=708, FN=0, Flags=.p....F."
286,92.57214469999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-46dBm,,,"QoS Data, SN=709, FN=0, Flags=.p....F."
287,93.56977079999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-56dBm,,,"QoS Data, SN=710, FN=0, Flags=.p....F."
288,94.38059919999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-53dBm,,,"QoS Data, SN=711, FN=0, Flags=.p....F."
290,95.60092399999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-63dBm,,,"QoS Data, SN=712, FN=0, Flags=.p....F."
294,97.07701449999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-63dBm,,,"QoS Data, SN=713, FN=0, Flags=.p....F."
296,97.83487699999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-53dBm,,,"QoS Data, SN=714, FN=0, Flags=.p..R.F."
299,99.29924419999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-61dBm,,,"QoS Data, SN=715, FN=0, Flags=.p....F."
304,100.36615549999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-50dBm,,,"QoS Data, SN=716, FN=0, Flags=.p..R.F."
305,100.6460408,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-45dBm,,,"QoS Data, SN=717, FN=0, Flags=.p....F."
310,102.06598749999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-54dBm,,,"QoS Data, SN=718, FN=0, Flags=.p....F."
315,102.94421499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-50dBm,,,"QoS Data, SN=719, FN=0, Flags=.p..R.F."
317,104.53211949999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-65dBm,,,"QoS Data, SN=720, FN=0, Flags=.p....F."
318,104.74840689999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-53dBm,,,"QoS Data, SN=721, FN=0, Flags=.p....F."
322,105.81169999999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-51dBm,,,"QoS Data, SN=722, FN=0, Flags=.p..R.F."
326,106.08064309999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-49dBm,,,"QoS Data, SN=723, FN=0, Flags=.p....F."
330,107.05695609999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-57dBm,,,"QoS Data, SN=724, FN=0, Flags=.p....F."
332,108.31451979999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-53dBm,,,"QoS Data, SN=725, FN=0, Flags=.p..R.F."
336,110.23139629999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-40dBm,,,"QoS Data, SN=726, FN=0, Flags=.p....F."
341,111.94389799999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-43dBm,,,"QoS Data, SN=727, FN=0, Flags=.p..R.F."
343,113.05920979999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-47dBm,,,"QoS Data, SN=728, FN=0, Flags=.p....F."
344,113.51924589999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-51dBm,,,"QoS Data, SN=729, FN=0, Flags=.p....F."
345,114.85450819999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-44dBm,,,"QoS Data, SN=730, FN=0, Flags=.p....F."
347,115.31021109999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-61dBm,,,"QoS Data, SN=731, FN=0, Flags=.p....F."
351,115.59621449999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-52dBm,,,"QoS Data, SN=732, FN=0, Flags=.p....F."
356,117.38433829999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-56dBm,,,"QoS Data, SN=733, FN=0, Flags=.p....F."
360,118.29595139999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-38dBm,,,"QoS Data, SN=734, FN=0, Flags=.p....F."
362,119.44098779999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-46dBm,,,"QoS Data, SN=735, FN=0, Flags=.p....F."
367,119.71833289999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-47dBm,,,"QoS Data, SN=736, FN=0, Flags=.p..R.F."
370,120.88843949999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-53dBm,,,"QoS Data, SN=737, FN=0, Flags=.p....F."
375,121.24565939999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-43dBm,,,"QoS Data, SN=738, FN=0, Flags=.p..R.F."
379,122.56341599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-31dBm,,,"QoS Data, SN=739, FN=0, Flags=.p..R.F."
383,123.96929559999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-51dBm,,,"QoS Data, SN=740, FN=0, Flags=.p....F."
384,124.56326869999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-51dBm,,,"QoS Data, SN=741, FN=0, Flags=.p....F."
385,125.81546829999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-48dBm,,,"QoS Data, SN=742, FN=0, Flags=.p..R.F."
387,127.27357799999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-51dBm,,,"QoS Data, SN=743, FN=0, Flags=.p....F."
388,128.19251609999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-60dBm,,,"QoS Data, SN=744, FN=0, Flags=.p..R.F."
393,130.19083109999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-57dBm,,,"QoS Data, SN=745, FN=0, Flags=.p....F."
396,131.09028649999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-50dBm,,,"QoS Data, SN=746, FN=0, Flags=.p....F."
400,131.09313199999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-50dBm,,,"QoS Data, SN=747, FN=0, Flags=.p....F."
404,133.05849559999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-47dBm,,,"QoS Data, SN=748, FN=0, Flags=.p..R.F."
405,133.52779599999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-50dBm,,,"QoS Data, SN=749, FN=0, Flags=.p....F."
407,134.32673519999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-44dBm,,,"QoS Data, SN=750, FN=0, Flags=.p....F."
412,135.27191159999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-52dBm,,,"QoS Data, SN=751, FN=0, Flags=.p..R.F."
417,136.2348726,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-46dBm,,,"QoS Data, SN=752, FN=0, Flags=.p....F."
421,137.6683163,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-49dBm,,,"QoS Data, SN=753, FN=0, Flags=.p..R.F."
423,137.85391059999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-56dBm,,,"QoS Data, SN=754, FN=0, Flags=.p..R.F."
427,139.14726229999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-52dBm,,,"QoS Data, SN=755, FN=0, Flags=.p....F."
428,140.86642159999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-53dBm,,,"QoS Data, SN=756, FN=0, Flags=.p....F."
429,142.14136869999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-57dBm,,,"QoS Data, SN=757, FN=0, Flags=.p..R.F."
434,142.38418389999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-53dBm,,,"QoS Data, SN=758, FN=0, Flags=.p....F."
435,144.16714489999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-44dBm,,,"QoS Data, SN=759, FN=0, Flags=.p....F."
436,145.30415449999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-39dBm,,,"QoS Data, SN=760, FN=0, Flags=.p....F."
441,146.45938769999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,256,-57dBm,,,"QoS Data, SN=761, FN=0, Flags=.p....F."
444,146.89683799999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,256,-51dBm,,,"QoS Data, SN=762, FN=0, Flags=.p....F."
449,148.73321639999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-58dBm,,,"QoS Data, SN=763, FN=0, Flags=.p....F."
453,149.77539889999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-53dBm,,,"QoS Data, SN=764, FN=0, Flags=.p..R.F."
457,149.94898099999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-46dBm,,,"QoS Data, SN=765, FN=0, Flags=.p..R.F."
460,151.23117669999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-54dBm,,,"QoS Data, SN=766, FN=0, Flags=.p....F."
461,152.41441499999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-57dBm,,,"QoS Data, SN=767, FN=0, Flags=.p....F."
465,153.78329379999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-66dBm,,,"QoS Data, SN=768, FN=0, Flags=.p....F."
468,154.78511459999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-55dBm,,,"QoS Data, SN=769, FN=0, Flags=.p....F."
472,154.98387979999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-33dBm,,,"QoS Data, SN=770, FN=0, Flags=.p....F."
475,155.90830219999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-47dBm,,,"QoS Data, SN=771, FN=0, Flags=.p..R.F."
480,157.56437179999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-47dBm,,,"QoS Data, SN=772, FN=0, Flags=.p....F."
482,157.7916046999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-51dBm,,,"QoS Data, SN=773, FN=0, Flags=.p....F."
485,158.22093199999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-56dBm,,,"QoS Data, SN=774, FN=0, Flags=.p..R.F."
488,158.2748661999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-51dBm,,,"QoS Data, SN=775, FN=0, Flags=.p....F."
490,159.2186197999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-59dBm,,,"QoS Data, SN=776, FN=0, Flags=.p....F."
493,160.83795179999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-51dBm,,,"QoS Data, SN=777, FN=0, Flags=.p....F."
498,161.59887749999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-50dBm,,,"QoS Data, SN=778, FN=0, Flags=.p..R.F."
500,162.50553979999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-56dBm,,,"QoS Data, SN=779, FN=0, Flags=.p....F."
501,162.7699685999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-33dBm,,,"QoS Data, SN=780, FN=0, Flags=.p....F."
506,163.6714222999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-49dBm,,,"QoS Data, SN=781, FN=0, Flags=.p..R.F."
511,164.4225217999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-59dBm,,,"QoS Data, SN=782, FN=0, Flags=.p....F."
513,164.9231356999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-60dBm,,,"QoS Data, SN=783, FN=0, Flags=.p....F."
515,166.3392352999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-50dBm,,,"QoS Data, SN=784, FN=0, Flags=.p....F."
517,166.6113627999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-53dBm,,,"QoS Data, SN=785, FN=0, Flags=.p....F."
519,167.9047783999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-52dBm,,,"QoS Data, SN=786, FN=0, Flags=.p....F."
522,169.5323305999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-46dBm,,,"QoS Data, SN=787, FN=0, Flags=.p....F."
525,169.85261039999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-53dBm,,,"QoS Data, SN=788, FN=0, Flags=.p....F."
527,171.1772024999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-58dBm,,,"QoS Data, SN=789, FN=0, Flags=.p..R.F."
531,172.45208939999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-55dBm,,,"QoS Data, SN=790, FN=0, Flags=.p....F."
532,174.0898832999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-49dBm,,,"QoS Data, SN=791, FN=0, Flags=.p....F."
534,175.65676509999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-58dBm,,,"QoS Data, SN=792, FN=0, Flags=.p..R.F."
535,176.71819699999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-50dBm,,,"QoS Data, SN=793, FN=0, Flags=.p....F."
536,177.06802199999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-54dBm,,,"QoS Data, SN=794, FN=0, Flags=.p....F."
541,177.17877379999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-41dBm,,,"QoS Data, SN=795, FN=0, Flags=.p..R.F."
543,177.54522229999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-59dBm,,,"QoS Data, SN=796, FN=0, Flags=.p....F."
547,177.67189069999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-43dBm,,,"QoS Data, SN=797, FN=0, Flags=.p....F."
551,179.2298346999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-35dBm,,,"QoS Data, SN=798, FN=0, Flags=.p..R.F."
