No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
5,1.1860675,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-46dBm,,,"QoS Data, SN=947, FN=0, Flags=.p....F."
6,1.5452135,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-51dBm,,,"QoS Data, SN=948, FN=0, Flags=.p..R.F."
11,3.0467809,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-28dBm,,,"QoS Data, SN=949, FN=0, Flags=.p....F."
16,4.3702996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-53dBm,,,"QoS Data, SN=950, FN=0, Flags=.p....F."
19,4.8930215,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-43dBm,,,"QoS Data, SN=951, FN=0, Flags=.p....F."
20,5.2856646,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-38dBm,,,"QoS Data, SN=952, FN=0, Flags=.p..R.F."
24,7.0407335,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-38dBm,,,"QoS Data, SN=953, FN=0, Flags=.p....F."
28,9.0080484,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-35dBm,,,"QoS Data, SN=954, FN=0, Flags=.p....F."
33,10.2905048,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-34dBm,,,"QoS Data, SN=955, FN=0, Flags=.p....F."
34,11.9492702,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-39dBm,,,"QoS Data, SN=956, FN=0, Flags=.p....F."
39,12.1926541,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-34dBm,,,"QoS Data, SN=957, FN=0, Flags=.p..R.F."
42,12.8754664,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-27dBm,,,"QoS Data, SN=958, FN=0, Flags=.p....F."
46,13.5546292,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-38dBm,,,"QoS Data, SN=959, FN=0, Flags=.p....F."
47,13.714094500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-46dBm,,,"QoS Data, SN=960, FN=0, Flags=.p....F."
52,14.864119400000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-55dBm,,,"QoS Data, SN=961, FN=0, Flags=.p....F."
56,16.630993800000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-35dBm,,,"QoS Data, SN=962, FN=0, Flags=.p....F."
59,18.190616700000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-42dBm,,,"QoS Data, SN=963, FN=0, Flags=.p....F."
63,19.095299000000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-19dBm,,,"QoS Data, SN=964, FN=0, Flags=.p....F."
67,20.718252000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-54dBm,,,"QoS Data, SN=965, FN=0, Flags=.p....F."
69,22.503568600000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-47dBm,,,"QoS Data, SN=966, FN=0, Flags=.p....F."
74,24.158428000000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-37dBm,,,"QoS Data, SN=967, FN=0, Flags=.p..R.F."
75,24.823843300000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-48dBm,,,"QoS Data, SN=968, FN=0, Flags=.p....F."
78,25.030405100000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-32dBm,,,"QoS Data, SN=969, FN=0, Flags=.p....F."
79,27.025273300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-51dBm,,,"QoS Data, SN=970, FN=0, Flags=.p..R.F."
82,27.8059501,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-39dBm,,,"QoS Data, SN=971, FN=0, Flags=.p....F."
83,29.0951726,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-43dBm,,,"QoS Data, SN=972, FN=0, Flags=.p....F."
86,29.175672300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-48dBm,,,"QoS Data, SN=973, FN=0, Flags=.p....F."
91,29.671027000000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-24dBm,,,"QoS Data, SN=974, FN=0, Flags=.p....F."
95,29.830018000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-23dBm,,,"QoS Data, SN=975, FN=0, Flags=.p..R.F."
96,30.014271800000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-45dBm,,,"QoS Data, SN=976, FN=0, Flags=.p....F."
100,31.082948800000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-38dBm,,,"QoS Data, SN=977, FN=0, Flags=.p..R.F."
103,31.500803900000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-40dBm,,,"QoS Data, SN=978, FN=0, Flags=.p....F."
108,33.3651156,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-37dBm,,,"QoS Data, SN=979, FN=0, Flags=.p....F."
109,34.220232300000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-40dBm,,,"QoS Data, SN=980, FN=0, Flags=.p....F."
113,36.002585,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-46dBm,,,"QoS Data, SN=981, FN=0, Flags=.p..R.F."
115,36.4765493,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-17dBm,,,"QoS Data, SN=982, FN=0, Flags=.p....F."
116,37.739700400000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,122,-31dBm,,,"QoS Data, SN=983, FN=0, Flags=.p....F."
118,39.452113600000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-26dBm,,,"QoS Data, SN=984, FN=0, Flags=.p....F."
119,41.36898910000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-36dBm,,,"QoS Data, SN=985, FN=0, Flags=.p....F."
124,41.936426100000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-25dBm,,,"QoS Data, SN=986, FN=0, Flags=.p....F."
128,43.42880230000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-39dBm,,,"QoS Data, SN=987, FN=0, Flags=.p....F."
129,44.45577900000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-47dBm,,,"QoS Data, SN=988, FN=0, Flags=.p....F."
133,46.05175650000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-29dBm,,,"QoS Data, SN=989, FN=0, Flags=.p....F."
136,47.39692370000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-39dBm,,,"QoS Data, SN=990, FN=0, Flags=.p....F."
140,48.06050900000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-47dBm,,,"QoS Data, SN=991, FN=0, Flags=.p....F."
142,49.39610190000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-28dBm,,,"QoS Data, SN=992, FN=0, Flags=.p....F."
145,50.33930330000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-24dBm,,,"QoS Data, SN=993, FN=0, Flags=.p..R.F."
147,51.474477600000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-32dBm,,,"QoS Data, SN=994, FN=0, Flags=.p....F."
148,51.754405700000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-35dBm,,,"QoS Data, SN=995, FN=0, Flags=.p....F."
150,52.449515900000016,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-41dBm,,,"QoS Data, SN=996, FN=0, Flags=.p..R.F."
153,53.287739000000016,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-37dBm,,,"QoS Data, SN=997, FN=0, Flags=.p....F."
158,54.965039900000015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-45dBm,,,"QoS Data, SN=998, FN=0, Flags=.p....F."
163,56.54181040000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-35dBm,,,"QoS Data, SN=999, FN=0, Flags=.p....F."
167,56.934190700000016,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-45dBm,,,"QoS Data, SN=1000, FN=0, Flags=.p....F."
170,57.862393200000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-51dBm,,,"QoS Data, SN=1001, FN=0, Flags=.p....F."
174,58.68675190000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-37dBm,,,"QoS Data, SN=1002, FN=0, Flags=.p....F."
178,58.81037300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-42dBm,,,"QoS Data, SN=1003, FN=0, Flags=.p..R.F."
180,60.440269000000015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-30dBm,,,"QoS Data, SN=1004, FN=0, Flags=.p....F."
182,62.060864500000015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,216,-51dBm,,,"QoS Data, SN=1005, FN=0, Flags=.p..R.F."
185,63.123659400000015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-35dBm,,,"QoS Data, SN=1006, FN=0, Flags=.p....F."
187,63.18443090000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-34dBm,,,"QoS Data, SN=1007, FN=0, Flags=.p....F."
191,64.67652100000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-36dBm,,,"QoS Data, SN=1008, FN=0, Flags=.p....F."
195,65.64160140000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-39dBm,,,"QoS Data, SN=1009, FN=0, Flags=.p..R.F."
200,67.04560070000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-34dBm,,,"QoS Data, SN=1010, FN=0, Flags=.p....F."
205,67.94916600000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-30dBm,,,"QoS Data, SN=1011, FN=0, Flags=.p..R.F."
209,69.43943960000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-31dBm,,,"QoS Data, SN=1012, FN=0, Flags=.p....F."
214,70.57247370000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-37dBm,,,"QoS Data, SN=1013, FN=0, Flags=.p....F."
217,72.05823150000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-28dBm,,,"QoS Data, SN=1014, FN=0, Flags=.p..R.F."
222,73.15018250000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-16dBm,,,"QoS Data, SN=1015, FN=0, Flags=.p....F."
226,74.69391020000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,175,-37dBm,,,"QoS Data, SN=1016, FN=0, Flags=.p....F."
228,76.30175230000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-36dBm,,,"QoS Data, SN=1017, FN=0, Flags=.p..R.F."
229,77.60739210000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-23dBm,,,"QoS Data, SN=1018, FN=0, Flags=.p....F."
232,79.05793800000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-30dBm,,,"QoS Data, SN=1019, FN=0, Flags=.p....F."
234,80.7389902,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,220,-45dBm,,,"QoS Data, SN=1020, FN=0, Flags=.p....F."
239,82.52721170000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,114,-53dBm,,,"QoS Data, SN=1021, FN=0, Flags=.p....F."
244,83.89741020000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-42dBm,,,"QoS Data, SN=1022, FN=0, Flags=.p..R.F."
246,83.9119131,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-38dBm,,,"QoS Data, SN=1023, FN=0, Flags=.p....F."
250,85.6039186,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,173,-40dBm,,,"QoS Data, SN=1024, FN=0, Flags=.p....F."
252,86.780622,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-45dBm,,,"QoS Data, SN=1025, FN=0, Flags=.p..R.F."
253,86.88963389999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-42dBm,,,"QoS Data, SN=1026, FN=0, Flags=.p..R.F."
258,87.1590614,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-18dBm,,,"QoS Data, SN=1027, FN=0, Flags=.p..R.F."
