No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
129,45.270028999999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-37dBm,,,"QoS Data, SN=63, FN=0, Flags=.p..R.F."
130,46.710177099999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-39dBm,,,"QoS Data, SN=64, FN=0, Flags=.p....F."
133,46.734451699999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-37dBm,,,"QoS Data, SN=65, FN=0, Flags=.p..R.F."
135,46.854591299999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-40dBm,,,"QoS Data, SN=66, FN=0, Flags=.p..R.F."
137,47.9922512,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-39dBm,,,"QoS Data, SN=67, FN=0, Flags=.p..R.F."
138,48.933522499999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-37dBm,,,"QoS Data, SN=68, FN=0, Flags=.p....F."
140,49.6576452,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-39dBm,,,"QoS Data, SN=69, FN=0, Flags=.p..R.F."
145,51.2890386,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-55dBm,,,"QoS Data, SN=70, FN=0, Flags=.p....F."
150,51.785937499999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-45dBm,,,"QoS Data, SN=71, FN=0, Flags=.p....F."
154,53.43164049999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,230,-35dBm,,,"QoS Data, SN=72, FN=0, Flags=.p....F."
155,53.945456099999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,230,-44dBm,,,"QoS Data, SN=73, FN=0, Flags=.p..R.F."
157,55.18165689999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-50dBm,,,"QoS Data, SN=74, FN=0, Flags=.p....F."
159,56.73393169999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-49dBm,,,"QoS Data, SN=75, FN=0, Flags=.p..R.F."
164,56.81438049999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-41dBm,,,"QoS Data, SN=76, FN=0, Flags=.p....F."
166,58.50368179999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-40dBm,,,"QoS Data, SN=77, FN=0, Flags=.p....F."
170,59.108761499999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-44dBm,,,"QoS Data, SN=78, FN=0, Flags=.p..R.F."
175,59.328699399999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-41dBm,,,"QoS Data, SN=79, FN=0, Flags=.p..R.F."
179,60.49597449999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-44dBm,,,"QoS Data, SN=80, FN=0, Flags=.p....F."
180,60.65469529999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-49dBm,,,"QoS Data, SN=81, FN=0, Flags=.p....F."
181,60.78593259999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-39dBm,,,"QoS Data, SN=82, FN=0, Flags=.p..R.F."
186,62.73784759999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-41dBm,,,"QoS Data, SN=83, FN=0, Flags=.p....F."
190,64.46821009999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-38dBm,,,"QoS Data, SN=84, FN=0, Flags=.p....F."
192,64.75768599999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-44dBm,,,"QoS Data, SN=85, FN=0, Flags=.p....F."
193,66.23013539999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-41dBm,,,"QoS Data, SN=86, FN=0, Flags=.p....F."
196,68.17881339999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-41dBm,,,"QoS Data, SN=87, FN=0, Flags=.p....F."
200,68.74653889999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-47dBm,,,"QoS Data, SN=88, FN=0, Flags=.p....F."
201,70.30481629999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-42dBm,,,"QoS Data, SN=89, FN=0, Flags=.p....F."
202,70.82785359999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-43dBm,,,"QoS Data, SN=90, FN=0, Flags=.p....F."
204,72.43416449999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-41dBm,,,"QoS Data, SN=91, FN=0, Flags=.p..R.F."
206,73.84160139999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-41dBm,,,"QoS Data, SN=92, FN=0, Flags=.p....F."
210,74.41765639999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-43dBm,,,"QoS Data, SN=93, FN=0, Flags=.p..R.F."
215,75.29522379999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-52dBm,,,"QoS Data, SN=94, FN=0, Flags=.p..R.F."
218,75.79096089999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-41dBm,,,"QoS Data, SN=95, FN=0, Flags=.p....F."
219,76.95782279999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-50dBm,,,"QoS Data, SN=96, FN=0, Flags=.p....F."
222,77.93315079999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-40dBm,,,"QoS Data, SN=97, FN=0, Flags=.p..R.F."
226,78.33093859999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-43dBm,,,"QoS Data, SN=98, FN=0, Flags=.p..R.F."
231,80.20911879999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,207,-38dBm,,,"QoS Data, SN=99, FN=0, Flags=.p....F."
232,80.40937649999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,207,-46dBm,,,"QoS Data, SN=100, FN=0, Flags=.p....F."
237,82.33573359999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-41dBm,,,"QoS Data, SN=101, FN=0, Flags=.p....F."
242,83.20238469999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-42dBm,,,"QoS Data, SN=102, FN=0, Flags=.p....F."
246,83.65751359999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-38dBm,,,"QoS Data, SN=103, FN=0, Flags=.p..R.F."
251,84.74152039999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,175,-35dBm,,,"QoS Data, SN=104, FN=0, Flags=.p....F."
252,85.30997179999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,175,-31dBm,,,"QoS Data, SN=105, FN=0, Flags=.p....F."
254,85.78628529999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,175,-37dBm,,,"QoS Data, SN=106, FN=0, Flags=.p..R.F."
257,86.97855589999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-43dBm,,,"QoS Data, SN=107, FN=0, Flags=.p....F."
258,88.52804749999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-46dBm,,,"QoS Data, SN=108, FN=0, Flags=.p..R.F."
260,89.47961249999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-47dBm,,,"QoS Data, SN=109, FN=0, Flags=.p....F."
265,89.68728149999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-49dBm,,,"QoS Data, SN=110, FN=0, Flags=.p....F."
268,89.88573479999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-39dBm,,,"QoS Data, SN=111, FN=0, Flags=.p....F."
270,91.68545659999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-41dBm,,,"QoS Data, SN=112, FN=0, Flags=.p....F."
273,92.09903189999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-40dBm,,,"QoS Data, SN=113, FN=0, Flags=.p....F."
274,92.92834979999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-49dBm,,,"QoS Data, SN=114, FN=0, Flags=.p....F."
278,94.52194679999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-49dBm,,,"QoS Data, SN=115, FN=0, Flags=.p....F."
279,96.45979129999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-50dBm,,,"QoS Data, SN=116, FN=0, Flags=.p....F."
282,96.47424519999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-46dBm,,,"QoS Data, SN=117, FN=0, Flags=.p....F."
284,96.91974019999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-35dBm,,,"QoS Data, SN=118, FN=0, Flags=.p..R.F."
287,98.65810079999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-41dBm,,,"QoS Data, SN=119, FN=0, Flags=.p....F."
289,100.05619469999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-48dBm,,,"QoS Data, SN=120, FN=0, Flags=.p..R.F."
291,100.24544879999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-53dBm,,,"QoS Data, SN=121, FN=0, Flags=.p..R.F."
296,101.18791699999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-53dBm,,,"QoS Data, SN=122, FN=0, Flags=.p....F."
301,101.33577119999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-41dBm,,,"QoS Data, SN=123, FN=0, Flags=.p....F."
302,101.34918419999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-57dBm,,,"QoS Data, SN=124, FN=0, Flags=.p....F."
306,101.61239369999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-44dBm,,,"QoS Data, SN=125, FN=0, Flags=.p....F."
311,103.10199329999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-34dBm,,,"QoS Data, SN=126, FN=0, Flags=.p..R.F."
314,104.26905609999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-40dBm,,,"QoS Data, SN=127, FN=0, Flags=.p..R.F."
315,104.48086479999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-42dBm,,,"QoS Data, SN=128, FN=0, Flags=.p..R.F."
318,106.46057579999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-45dBm,,,"QoS Data, SN=129, FN=0, Flags=.p....F."
319,106.88382789999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-38dBm,,,"QoS Data, SN=130, FN=0, Flags=.p....F."
320,107.53215409999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-37dBm,,,"QoS Data, SN=131, FN=0, Flags=.p..R.F."
324,109.10766899999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-45dBm,,,"QoS Data, SN=132, FN=0, Flags=.p....F."
328,110.81110829999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-49dBm,,,"QoS Data, SN=133, FN=0, Flags=.p..R.F."
329,111.85126869999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-48dBm,,,"QoS Data, SN=134, FN=0, Flags=.p..R.F."
330,113.29953689999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,222,-45dBm,,,"QoS Data, SN=135, FN=0, Flags=.p....F."
335,114.57721869999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-37dBm,,,"QoS Data, SN=136, FN=0, Flags=.p..R.F."
340,115.93896819999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-45dBm,,,"QoS Data, SN=137, FN=0, Flags=.p....F."
345,115.95026059999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-39dBm,,,"QoS Data, SN=138, FN=0, Flags=.p..R.F."
349,116.87973179999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-41dBm,,,"QoS Data, SN=139, FN=0, Flags=.p....F."
351,117.02205809999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-29dBm,,,"QoS Data, SN=140, FN=0, Flags=.p..R.F."
356,117.42666859999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-36dBm,,,"QoS Data, SN=141, FN=0, Flags=.p....F."
357,117.99056359999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-40dBm,,,"QoS Data, SN=142, FN=0, Flags=.p....F."
362,118.10865589999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-47dBm,,,"QoS Data, SN=143, FN=0, Flags=.p..R.F."
365,118.92228799999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-39dBm,,,"QoS Data, SN=144, FN=0, Flags=.p..R.F."
370,120.75115959999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-49dBm,,,"QoS Data, SN=145, FN=0, Flags=.p..R.F."
374,121.93104239999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-46dBm,,,"QoS Data, SN=146, FN=0, Flags=.p....F."
379,122.74192119999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-45dBm,,,"QoS Data, SN=147, FN=0, Flags=.p..R.F."
384,123.84227479999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-40dBm,,,"QoS Data, SN=148, FN=0, Flags=.p....F."
389,125.57925849999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,256,-36dBm,,,"QoS Data, SN=149, FN=0, Flags=.p....F."
393,127.07930159999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-50dBm,,,"QoS Data, SN=150, FN=0, Flags=.p....F."
398,127.63434479999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-46dBm,,,"QoS Data, SN=151, FN=0, Flags=.p....F."
400,128.5805461,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-42dBm,,,"QoS Data, SN=152, FN=0, Flags=.p..R.F."
401,129.11287969999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-41dBm,,,"QoS Data, SN=153, FN=0, Flags=.p....F."
406,130.10538179999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-33dBm,,,"QoS Data, SN=154, FN=0, Flags=.p....F."
408,130.14231459999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-40dBm,,,"QoS Data, SN=155, FN=0, Flags=.p....F."
412,130.59281009999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-43dBm,,,"QoS Data, SN=156, FN=0, Flags=.p..R.F."
415,132.22865029999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-39dBm,,,"QoS Data, SN=157, FN=0, Flags=.p....F."
420,132.31579409999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-43dBm,,,"QoS Data, SN=158, FN=0, Flags=.p....F."
421,133.11688369999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-47dBm,,,"QoS Data, SN=159, FN=0, Flags=.p..R.F."
423,133.77117749999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-43dBm,,,"QoS Data, SN=160, FN=0, Flags=.p....F."
427,134.01372289999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-34dBm,,,"QoS Data, SN=161, FN=0, Flags=.p....F."
432,135.01452079999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-49dBm,,,"QoS Data, SN=162, FN=0, Flags=.p..R.F."
436,136.43755879999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-36dBm,,,"QoS Data, SN=163, FN=0, Flags=.p....F."
440,136.68753309999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-43dBm,,,"QoS Data, SN=164, FN=0, Flags=.p..R.F."
443,137.13745539999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-42dBm,,,"QoS Data, SN=165, FN=0, Flags=.p..R.F."
447,137.64630309999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-41dBm,,,"QoS Data, SN=166, FN=0, Flags=.p....F."
450,139.06565689999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-28dBm,,,"QoS Data, SN=167, FN=0, Flags=.p....F."
454,141.06553519999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-42dBm,,,"QoS Data, SN=168, FN=0, Flags=.p..R.F."
455,142.81162519999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-44dBm,,,"QoS Data, SN=169, FN=0, Flags=.p....F."
459,144.7420249,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,164,-47dBm,,,"QoS Data, SN=170, FN=0, Flags=.p....F."
460,145.67811189999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,164,-43dBm,,,"QoS Data, SN=171, FN=0, Flags=.p....F."
464,147.07548949999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-39dBm,,,"QoS Data, SN=172, FN=0, Flags=.p....F."
469,147.23315619999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-40dBm,,,"QoS Data, SN=173, FN=0, Flags=.p....F."
473,147.86511139999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-46dBm,,,"QoS Data, SN=174, FN=0, Flags=.p....F."
478,148.05266119999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-43dBm,,,"QoS Data, SN=175, FN=0, Flags=.p....F."
481,148.83924849999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-43dBm,,,"QoS Data, SN=176, FN=0, Flags=.p....F."
485,150.76388799999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-41dBm,,,"QoS Data, SN=177, FN=0, Flags=.p....F."
486,151.5750823,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-32dBm,,,"QoS Data, SN=178, FN=0, Flags=.p..R.F."
488,151.9357518,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-32dBm,,,"QoS Data, SN=179, FN=0, Flags=.p....F."
493,153.6223367,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,109,-27dBm,,,"QoS Data, SN=180, FN=0, Flags=.p....F."
496,155.163274,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-44dBm,,,"QoS Data, SN=181, FN=0, Flags=.p..R.F."
498,156.7880713,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-42dBm,,,"QoS Data, SN=182, FN=0, Flags=.p..R.F."
502,158.19420250000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-45dBm,,,"QoS Data, SN=183, FN=0, Flags=.p....F."
505,158.20077780000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-40dBm,,,"QoS Data, SN=184, FN=0, Flags=.p....F."
506,158.76932100000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,153,-39dBm,,,"QoS Data, SN=185, FN=0, Flags=.p..R.F."
509,160.0757848,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,200,-42dBm,,,"QoS Data, SN=186, FN=0, Flags=.p....F."
513,161.81893300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-45dBm,,,"QoS Data, SN=187, FN=0, Flags=.p....F."
517,162.7682411,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-41dBm,,,"QoS Data, SN=188, FN=0, Flags=.p....F."
520,164.5439174,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-47dBm,,,"QoS Data, SN=189, FN=0, Flags=.p....F."
521,165.568638,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-51dBm,,,"QoS Data, SN=190, FN=0, Flags=.p....F."
522,165.59437889999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-54dBm,,,"QoS Data, SN=191, FN=0, Flags=.p....F."
527,165.74080959999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-37dBm,,,"QoS Data, SN=192, FN=0, Flags=.p....F."
528,166.83248099999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-41dBm,,,"QoS Data, SN=193, FN=0, Flags=.p....F."
530,168.56447579999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-38dBm,,,"QoS Data, SN=194, FN=0, Flags=.p..R.F."
531,169.18169379999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-52dBm,,,"QoS Data, SN=195, FN=0, Flags=.p....F."
