No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
66,26.209441899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-42dBm,,,"QoS Data, SN=974, FN=0, Flags=.p..R.F."
71,27.428676999999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-44dBm,,,"QoS Data, SN=975, FN=0, Flags=.p..R.F."
72,28.405647899999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-46dBm,,,"QoS Data, SN=976, FN=0, Flags=.p....F."
73,29.023545,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-36dBm,,,"QoS Data, SN=977, FN=0, Flags=.p..R.F."
75,29.6767959,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-38dBm,,,"QoS Data, SN=978, FN=0, Flags=.p....F."
80,30.5986922,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-20dBm,,,"QoS Data, SN=979, FN=0, Flags=.p....F."
81,31.591095,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-40dBm,,,"QoS Data, SN=980, FN=0, Flags=.p....F."
84,33.4024835,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-43dBm,,,"QoS Data, SN=981, FN=0, Flags=.p..R.F."
85,33.4983574,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-26dBm,,,"QoS Data, SN=982, FN=0, Flags=.p....F."
89,33.6925162,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-37dBm,,,"QoS Data, SN=983, FN=0, Flags=.p....F."
94,34.2091866,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-49dBm,,,"QoS Data, SN=984, FN=0, Flags=.p....F."
99,35.016784,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-32dBm,,,"QoS Data, SN=985, FN=0, Flags=.p....F."
103,35.5188907,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-37dBm,,,"QoS Data, SN=986, FN=0, Flags=.p....F."
105,35.9285671,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-43dBm,,,"QoS Data, SN=987, FN=0, Flags=.p....F."
109,36.1608414,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-47dBm,,,"QoS Data, SN=988, FN=0, Flags=.p..R.F."
111,37.1759757,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-40dBm,,,"QoS Data, SN=989, FN=0, Flags=.p..R.F."
112,37.453174600000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-39dBm,,,"QoS Data, SN=990, FN=0, Flags=.p....F."
113,38.332849100000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-42dBm,,,"QoS Data, SN=991, FN=0, Flags=.p....F."
118,39.712884100000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-45dBm,,,"QoS Data, SN=992, FN=0, Flags=.p....F."
121,39.73786440000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-39dBm,,,"QoS Data, SN=993, FN=0, Flags=.p..R.F."
122,39.90334260000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-35dBm,,,"QoS Data, SN=994, FN=0, Flags=.p....F."
127,41.113867000000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-36dBm,,,"QoS Data, SN=995, FN=0, Flags=.p....F."
128,42.34584230000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-51dBm,,,"QoS Data, SN=996, FN=0, Flags=.p....F."
133,42.87275120000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-47dBm,,,"QoS Data, SN=997, FN=0, Flags=.p....F."
135,42.98487520000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-39dBm,,,"QoS Data, SN=998, FN=0, Flags=.p....F."
139,43.69756790000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-46dBm,,,"QoS Data, SN=999, FN=0, Flags=.p....F."
140,44.97459530000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-31dBm,,,"QoS Data, SN=1000, FN=0, Flags=.p....F."
143,45.83203300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-40dBm,,,"QoS Data, SN=1001, FN=0, Flags=.p....F."
147,47.40792960000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-39dBm,,,"QoS Data, SN=1002, FN=0, Flags=.p....F."
150,48.72115690000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-40dBm,,,"QoS Data, SN=1003, FN=0, Flags=.p....F."
155,48.81281660000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-34dBm,,,"QoS Data, SN=1004, FN=0, Flags=.p....F."
159,50.00912550000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-31dBm,,,"QoS Data, SN=1005, FN=0, Flags=.p....F."
161,51.38575040000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-47dBm,,,"QoS Data, SN=1006, FN=0, Flags=.p....F."
165,51.769249600000016,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-36dBm,,,"QoS Data, SN=1007, FN=0, Flags=.p..R.F."
169,51.97249690000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-33dBm,,,"QoS Data, SN=1008, FN=0, Flags=.p....F."
170,52.11063050000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-38dBm,,,"QoS Data, SN=1009, FN=0, Flags=.p..R.F."
174,52.53208250000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-53dBm,,,"QoS Data, SN=1010, FN=0, Flags=.p....F."
178,52.730275300000024,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-42dBm,,,"QoS Data, SN=1011, FN=0, Flags=.p....F."
182,53.231419700000025,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-48dBm,,,"QoS Data, SN=1012, FN=0, Flags=.p....F."
185,54.024565800000026,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-31dBm,,,"QoS Data, SN=1013, FN=0, Flags=.p....F."
187,54.40418500000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-36dBm,,,"QoS Data, SN=1014, FN=0, Flags=.p....F."
190,55.318271700000025,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-27dBm,,,"QoS Data, SN=1015, FN=0, Flags=.p..R.F."
192,56.44452710000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-41dBm,,,"QoS Data, SN=1016, FN=0, Flags=.p..R.F."
197,57.50313180000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-40dBm,,,"QoS Data, SN=1017, FN=0, Flags=.p....F."
198,58.26570390000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-45dBm,,,"QoS Data, SN=1018, FN=0, Flags=.p....F."
200,60.26090290000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-34dBm,,,"QoS Data, SN=1019, FN=0, Flags=.p..R.F."
205,61.65421560000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-43dBm,,,"QoS Data, SN=1020, FN=0, Flags=.p....F."
208,62.597813700000025,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-45dBm,,,"QoS Data, SN=1021, FN=0, Flags=.p..R.F."
211,62.934983600000024,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-40dBm,,,"QoS Data, SN=1022, FN=0, Flags=.p....F."
212,63.67485300000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-41dBm,,,"QoS Data, SN=1023, FN=0, Flags=.p..R.F."
215,64.63574320000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-33dBm,,,"QoS Data, SN=1024, FN=0, Flags=.p....F."
216,65.91091590000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-44dBm,,,"QoS Data, SN=1025, FN=0, Flags=.p....F."
219,67.84952160000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-41dBm,,,"QoS Data, SN=1026, FN=0, Flags=.p..R.F."
220,68.67176720000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-39dBm,,,"QoS Data, SN=1027, FN=0, Flags=.p....F."
225,70.19979530000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-30dBm,,,"QoS Data, SN=1028, FN=0, Flags=.p....F."
228,72.03224380000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,131,-35dBm,,,"QoS Data, SN=1029, FN=0, Flags=.p..R.F."
233,73.35682710000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-41dBm,,,"QoS Data, SN=1030, FN=0, Flags=.p....F."
238,73.90027780000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-47dBm,,,"QoS Data, SN=1031, FN=0, Flags=.p....F."
240,75.48025280000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-45dBm,,,"QoS Data, SN=1032, FN=0, Flags=.p....F."
243,75.87059690000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-50dBm,,,"QoS Data, SN=1033, FN=0, Flags=.p....F."
245,77.48834070000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-38dBm,,,"QoS Data, SN=1034, FN=0, Flags=.p....F."
248,79.13765140000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-38dBm,,,"QoS Data, SN=1035, FN=0, Flags=.p....F."
252,79.3246687,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-37dBm,,,"QoS Data, SN=1036, FN=0, Flags=.p..R.F."
256,81.19088500000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-37dBm,,,"QoS Data, SN=1037, FN=0, Flags=.p....F."
261,82.86223820000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-39dBm,,,"QoS Data, SN=1038, FN=0, Flags=.p....F."
266,82.95106720000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-34dBm,,,"QoS Data, SN=1039, FN=0, Flags=.p....F."
271,84.51718760000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-28dBm,,,"QoS Data, SN=1040, FN=0, Flags=.p....F."
274,85.13576320000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-33dBm,,,"QoS Data, SN=1041, FN=0, Flags=.p....F."
277,85.47847390000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-40dBm,,,"QoS Data, SN=1042, FN=0, Flags=.p....F."
278,86.15753860000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,227,-37dBm,,,"QoS Data, SN=1043, FN=0, Flags=.p..R.F."
281,88.0058096,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-34dBm,,,"QoS Data, SN=1044, FN=0, Flags=.p..R.F."
282,89.2224274,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-36dBm,,,"QoS Data, SN=1045, FN=0, Flags=.p....F."
283,89.9226817,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-40dBm,,,"QoS Data, SN=1046, FN=0, Flags=.p....F."
286,90.7940952,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-43dBm,,,"QoS Data, SN=1047, FN=0, Flags=.p..R.F."
290,92.463631,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-30dBm,,,"QoS Data, SN=1048, FN=0, Flags=.p..R.F."
292,92.7423212,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-34dBm,,,"QoS Data, SN=1049, FN=0, Flags=.p....F."
295,94.1561001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-28dBm,,,"QoS Data, SN=1050, FN=0, Flags=.p....F."
299,95.1615017,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-36dBm,,,"QoS Data, SN=1051, FN=0, Flags=.p....F."
301,95.502573,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-43dBm,,,"QoS Data, SN=1052, FN=0, Flags=.p....F."
306,96.3600858,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-37dBm,,,"QoS Data, SN=1053, FN=0, Flags=.p..R.F."
310,98.07743939999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-36dBm,,,"QoS Data, SN=1054, FN=0, Flags=.p....F."
311,99.11602409999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-41dBm,,,"QoS Data, SN=1055, FN=0, Flags=.p..R.F."
315,100.13830829999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-30dBm,,,"QoS Data, SN=1056, FN=0, Flags=.p..R.F."
318,101.69702529999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-42dBm,,,"QoS Data, SN=1057, FN=0, Flags=.p....F."
322,103.3289344,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-45dBm,,,"QoS Data, SN=1058, FN=0, Flags=.p....F."
327,104.0685924,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-35dBm,,,"QoS Data, SN=1059, FN=0, Flags=.p..R.F."
332,106.0452252,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-40dBm,,,"QoS Data, SN=1060, FN=0, Flags=.p..R.F."
336,106.35313740000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-34dBm,,,"QoS Data, SN=1061, FN=0, Flags=.p..R.F."
339,107.00263600000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-46dBm,,,"QoS Data, SN=1062, FN=0, Flags=.p....F."
342,107.6095372,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-30dBm,,,"QoS Data, SN=1063, FN=0, Flags=.p..R.F."
345,108.82958810000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,173,-31dBm,,,"QoS Data, SN=1064, FN=0, Flags=.p....F."
350,110.28959410000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,109,-52dBm,,,"QoS Data, SN=1065, FN=0, Flags=.p..R.F."
353,111.16350330000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,109,-28dBm,,,"QoS Data, SN=1066, FN=0, Flags=.p..R.F."
354,112.71436680000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-33dBm,,,"QoS Data, SN=1067, FN=0, Flags=.p....F."
355,114.50074470000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,251,-43dBm,,,"QoS Data, SN=1068, FN=0, Flags=.p..R.F."
360,114.80016450000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,251,-48dBm,,,"QoS Data, SN=1069, FN=0, Flags=.p..R.F."
365,116.36851840000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-32dBm,,,"QoS Data, SN=1070, FN=0, Flags=.p..R.F."
368,116.76851070000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-43dBm,,,"QoS Data, SN=1071, FN=0, Flags=.p..R.F."
371,117.52362640000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,176,-45dBm,,,"QoS Data, SN=1072, FN=0, Flags=.p....F."
375,118.53217600000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-39dBm,,,"QoS Data, SN=1073, FN=0, Flags=.p....F."
376,119.39848800000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-41dBm,,,"QoS Data, SN=1074, FN=0, Flags=.p....F."
377,120.38373370000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-47dBm,,,"QoS Data, SN=1075, FN=0, Flags=.p....F."
382,121.61539370000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-35dBm,,,"QoS Data, SN=1076, FN=0, Flags=.p..R.F."
385,121.83867420000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-40dBm,,,"QoS Data, SN=1077, FN=0, Flags=.p....F."
388,122.02369550000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-41dBm,,,"QoS Data, SN=1078, FN=0, Flags=.p....F."
390,122.19633100000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-35dBm,,,"QoS Data, SN=1079, FN=0, Flags=.p..R.F."
394,123.94524690000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-43dBm,,,"QoS Data, SN=1080, FN=0, Flags=.p..R.F."
398,124.94500610000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-36dBm,,,"QoS Data, SN=1081, FN=0, Flags=.p..R.F."
401,126.63750500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-29dBm,,,"QoS Data, SN=1082, FN=0, Flags=.p....F."
404,126.94850000000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-47dBm,,,"QoS Data, SN=1083, FN=0, Flags=.p..R.F."
408,127.93747180000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-32dBm,,,"QoS Data, SN=1084, FN=0, Flags=.p....F."
412,129.26113630000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-47dBm,,,"QoS Data, SN=1085, FN=0, Flags=.p..R.F."
414,129.56695950000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-36dBm,,,"QoS Data, SN=1086, FN=0, Flags=.p..R.F."
416,131.25401970000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-46dBm,,,"QoS Data, SN=1087, FN=0, Flags=.p....F."
417,132.183997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-47dBm,,,"QoS Data, SN=1088, FN=0, Flags=.p..R.F."
421,132.46942430000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-28dBm,,,"QoS Data, SN=1089, FN=0, Flags=.p....F."
425,133.91993040000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-37dBm,,,"QoS Data, SN=1090, FN=0, Flags=.p....F."
430,134.10448580000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-37dBm,,,"QoS Data, SN=1091, FN=0, Flags=.p....F."
434,135.17379290000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-36dBm,,,"QoS Data, SN=1092, FN=0, Flags=.p....F."
436,136.44953060000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-44dBm,,,"QoS Data, SN=1093, FN=0, Flags=.p....F."
439,138.16523590000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-35dBm,,,"QoS Data, SN=1094, FN=0, Flags=.p....F."
444,139.75941130000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-42dBm,,,"QoS Data, SN=1095, FN=0, Flags=.p....F."
447,141.30737810000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-22dBm,,,"QoS Data, SN=1096, FN=0, Flags=.p....F."
448,141.63059880000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-37dBm,,,"QoS Data, SN=1097, FN=0, Flags=.p....F."
450,143.34244350000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-45dBm,,,"QoS Data, SN=1098, FN=0, Flags=.p....F."
452,143.89421260000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-38dBm,,,"QoS Data, SN=1099, FN=0, Flags=.p....F."
456,145.57446870000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-43dBm,,,"QoS Data, SN=1100, FN=0, Flags=.p....F."
461,146.70935930000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-32dBm,,,"QoS Data, SN=1101, FN=0, Flags=.p....F."
465,146.97193780000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-47dBm,,,"QoS Data, SN=1102, FN=0, Flags=.p..R.F."
469,147.05355400000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-30dBm,,,"QoS Data, SN=1103, FN=0, Flags=.p..R.F."
473,147.35578580000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-37dBm,,,"QoS Data, SN=1104, FN=0, Flags=.p....F."
477,147.38918570000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-36dBm,,,"QoS Data, SN=1105, FN=0, Flags=.p....F."
480,148.04479220000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-39dBm,,,"QoS Data, SN=1106, FN=0, Flags=.p....F."
484,148.29984550000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-35dBm,,,"QoS Data, SN=1107, FN=0, Flags=.p..R.F."
485,148.94998910000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-29dBm,,,"QoS Data, SN=1108, FN=0, Flags=.p..R.F."
490,150.55230060000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-48dBm,,,"QoS Data, SN=1109, FN=0, Flags=.p..R.F."
492,152.55192620000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,220,-36dBm,,,"QoS Data, SN=1110, FN=0, Flags=.p....F."
493,153.05056190000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,220,-31dBm,,,"QoS Data, SN=1111, FN=0, Flags=.p....F."
497,154.9852496000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-40dBm,,,"QoS Data, SN=1112, FN=0, Flags=.p..R.F."
502,156.28131810000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-26dBm,,,"QoS Data, SN=1113, FN=0, Flags=.p....F."
503,156.97795950000008,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-45dBm,,,"QoS Data, SN=1114, FN=0, Flags=.p..R.F."
505,157.1936104000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-35dBm,,,"QoS Data, SN=1115, FN=0, Flags=.p..R.F."
507,158.8687285000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-48dBm,,,"QoS Data, SN=1116, FN=0, Flags=.p....F."
510,159.4691759000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-41dBm,,,"QoS Data, SN=1117, FN=0, Flags=.p..R.F."
511,161.4054029000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-39dBm,,,"QoS Data, SN=1118, FN=0, Flags=.p....F."
516,163.2145220000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-37dBm,,,"QoS Data, SN=1119, FN=0, Flags=.p....F."
519,164.0798266000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-32dBm,,,"QoS Data, SN=1120, FN=0, Flags=.p....F."
521,164.62041560000011,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-39dBm,,,"QoS Data, SN=1121, FN=0, Flags=.p....F."
525,165.4410934000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-35dBm,,,"QoS Data, SN=1122, FN=0, Flags=.p....F."
530,167.1521632000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-46dBm,,,"QoS Data, SN=1123, FN=0, Flags=.p....F."
535,168.0511962000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-37dBm,,,"QoS Data, SN=1124, FN=0, Flags=.p....F."
538,168.12423250000012,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-42dBm,,,"QoS Data, SN=1125, FN=0, Flags=.p..R.F."
540,168.99738210000012,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-28dBm,,,"QoS Data, SN=1126, FN=0, Flags=.p..R.F."
543,170.51324890000012,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-34dBm,,,"QoS Data, SN=1127, FN=0, Flags=.p....F."
544,171.73697710000013,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-36dBm,,,"QoS Data, SN=1128, FN=0, Flags=.p....F."
546,172.40609970000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-34dBm,,,"QoS Data, SN=1129, FN=0, Flags=.p....F."
550,173.96611850000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-36dBm,,,"QoS Data, SN=1130, FN=0, Flags=.p..R.F."
554,175.55677430000014,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,185,-43dBm,,,"QoS Data, SN=1131, FN=0, Flags=.p....F."
