No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
3,1.122015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-53dBm,,,"QoS Data, SN=864, FN=0, Flags=.p..R.F."
4,1.5231765,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-42dBm,,,"QoS Data, SN=865, FN=0, Flags=.p....F."
5,2.7295067,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-48dBm,,,"QoS Data, SN=866, FN=0, Flags=.p....F."
7,3.4018082,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-47dBm,,,"QoS Data, SN=867, FN=0, Flags=.p....F."
8,4.6618023,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-45dBm,,,"QoS Data, SN=868, FN=0, Flags=.p....F."
10,6.1369333,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-45dBm,,,"QoS Data, SN=869, FN=0, Flags=.p....F."
14,7.0080147,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-51dBm,,,"QoS Data, SN=870, FN=0, Flags=.p..R.F."
18,7.697411300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-49dBm,,,"QoS Data, SN=871, FN=0, Flags=.p....F."
22,8.738743000000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-42dBm,,,"QoS Data, SN=872, FN=0, Flags=.p....F."
26,10.240895000000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-42dBm,,,"QoS Data, SN=873, FN=0, Flags=.p..R.F."
31,10.896962900000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-47dBm,,,"QoS Data, SN=874, FN=0, Flags=.p..R.F."
34,10.917544200000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-51dBm,,,"QoS Data, SN=875, FN=0, Flags=.p....F."
39,12.633643000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-47dBm,,,"QoS Data, SN=876, FN=0, Flags=.p....F."
40,13.631600400000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-41dBm,,,"QoS Data, SN=877, FN=0, Flags=.p..R.F."
43,15.500726500000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-47dBm,,,"QoS Data, SN=878, FN=0, Flags=.p..R.F."
