No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
4,0.5604017,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-31dBm,,,"QoS Data, SN=991, FN=0, Flags=.p..R.F."
5,1.0225554,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-35dBm,,,"QoS Data, SN=992, FN=0, Flags=.p..R.F."
9,1.8897507,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-31dBm,,,"QoS Data, SN=993, FN=0, Flags=.p....F."
12,3.1150244000000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-38dBm,,,"QoS Data, SN=994, FN=0, Flags=.p....F."
17,3.7436904,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-45dBm,,,"QoS Data, SN=995, FN=0, Flags=.p....F."
21,4.8712,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-39dBm,,,"QoS Data, SN=996, FN=0, Flags=.p..R.F."
26,5.1624793,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-38dBm,,,"QoS Data, SN=997, FN=0, Flags=.p....F."
29,5.4017089,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-42dBm,,,"QoS Data, SN=998, FN=0, Flags=.p....F."
33,6.5237238,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-30dBm,,,"QoS Data, SN=999, FN=0, Flags=.p..R.F."
38,8.0178732,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-52dBm,,,"QoS Data, SN=1000, FN=0, Flags=.p..R.F."
43,9.038472500000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-28dBm,,,"QoS Data, SN=1001, FN=0, Flags=.p....F."
46,9.4537863,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-29dBm,,,"QoS Data, SN=1002, FN=0, Flags=.p....F."
47,9.760030500000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-23dBm,,,"QoS Data, SN=1003, FN=0, Flags=.p..R.F."
48,10.9303223,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-39dBm,,,"QoS Data, SN=1004, FN=0, Flags=.p..R.F."
50,11.8610664,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-30dBm,,,"QoS Data, SN=1005, FN=0, Flags=.p..R.F."
52,12.4332554,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-29dBm,,,"QoS Data, SN=1006, FN=0, Flags=.p....F."
53,13.6209371,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,207,-47dBm,,,"QoS Data, SN=1007, FN=0, Flags=.p....F."
55,15.0406332,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-31dBm,,,"QoS Data, SN=1008, FN=0, Flags=.p....F."
60,15.5989156,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-27dBm,,,"QoS Data, SN=1009, FN=0, Flags=.p....F."
63,16.5122969,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-38dBm,,,"QoS Data, SN=1010, FN=0, Flags=.p....F."
65,16.799159799999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,184,-31dBm,,,"QoS Data, SN=1011, FN=0, Flags=.p....F."
70,18.0459401,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,164,-36dBm,,,"QoS Data, SN=1012, FN=0, Flags=.p....F."
71,19.7210631,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,205,-36dBm,,,"QoS Data, SN=1013, FN=0, Flags=.p..R.F."
72,19.952741999999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,205,-24dBm,,,"QoS Data, SN=1014, FN=0, Flags=.p..R.F."
76,21.363526899999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-29dBm,,,"QoS Data, SN=1015, FN=0, Flags=.p..R.F."
81,23.321535899999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-33dBm,,,"QoS Data, SN=1016, FN=0, Flags=.p..R.F."
84,24.980409499999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-36dBm,,,"QoS Data, SN=1017, FN=0, Flags=.p..R.F."
86,25.166006899999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,226,-29dBm,,,"QoS Data, SN=1018, FN=0, Flags=.p....F."
89,26.567897199999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-46dBm,,,"QoS Data, SN=1019, FN=0, Flags=.p..R.F."
91,27.626033599999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,168,-42dBm,,,"QoS Data, SN=1020, FN=0, Flags=.p....F."
94,27.665170299999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,168,-28dBm,,,"QoS Data, SN=1021, FN=0, Flags=.p....F."
95,28.383041899999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,168,-28dBm,,,"QoS Data, SN=1022, FN=0, Flags=.p....F."
98,29.710120099999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,207,-33dBm,,,"QoS Data, SN=1023, FN=0, Flags=.p..R.F."
102,31.413640699999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-22dBm,,,"QoS Data, SN=1024, FN=0, Flags=.p....F."
106,31.773436799999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-33dBm,,,"QoS Data, SN=1025, FN=0, Flags=.p..R.F."
109,32.953636499999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-31dBm,,,"QoS Data, SN=1026, FN=0, Flags=.p..R.F."
111,33.19068239999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,148,-31dBm,,,"QoS Data, SN=1027, FN=0, Flags=.p..R.F."
114,35.15209529999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-45dBm,,,"QoS Data, SN=1028, FN=0, Flags=.p..R.F."
115,36.60880799999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-31dBm,,,"QoS Data, SN=1029, FN=0, Flags=.p....F."
118,37.07667829999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-34dBm,,,"QoS Data, SN=1030, FN=0, Flags=.p....F."
122,38.86868589999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-31dBm,,,"QoS Data, SN=1031, FN=0, Flags=.p..R.F."
123,39.41558209999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-36dBm,,,"QoS Data, SN=1032, FN=0, Flags=.p....F."
127,39.89121199999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-31dBm,,,"QoS Data, SN=1033, FN=0, Flags=.p..R.F."
132,40.21210329999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-36dBm,,,"QoS Data, SN=1034, FN=0, Flags=.p....F."
136,40.76913669999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-26dBm,,,"QoS Data, SN=1035, FN=0, Flags=.p....F."
137,41.51087439999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-30dBm,,,"QoS Data, SN=1036, FN=0, Flags=.p..R.F."
139,41.519141299999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-18dBm,,,"QoS Data, SN=1037, FN=0, Flags=.p....F."
141,43.505944099999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-36dBm,,,"QoS Data, SN=1038, FN=0, Flags=.p....F."
143,44.814565699999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-36dBm,,,"QoS Data, SN=1039, FN=0, Flags=.p....F."
144,44.9012738,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-24dBm,,,"QoS Data, SN=1040, FN=0, Flags=.p....F."
147,45.747633799999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-43dBm,,,"QoS Data, SN=1041, FN=0, Flags=.p....F."
149,47.349652899999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-17dBm,,,"QoS Data, SN=1042, FN=0, Flags=.p..R.F."
150,48.965494899999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-31dBm,,,"QoS Data, SN=1043, FN=0, Flags=.p....F."
151,50.2068879,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-31dBm,,,"QoS Data, SN=1044, FN=0, Flags=.p....F."
153,50.249094,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-28dBm,,,"QoS Data, SN=1045, FN=0, Flags=.p....F."
156,51.8586909,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-33dBm,,,"QoS Data, SN=1046, FN=0, Flags=.p....F."
161,52.406895999999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,126,-30dBm,,,"QoS Data, SN=1047, FN=0, Flags=.p..R.F."
163,53.532593299999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-30dBm,,,"QoS Data, SN=1048, FN=0, Flags=.p....F."
166,55.401431599999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,230,-33dBm,,,"QoS Data, SN=1049, FN=0, Flags=.p..R.F."
