No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
5,1.7538366,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-32dBm,,,"QoS Data, SN=566, FN=0, Flags=.p..R.F."
6,1.9080086,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-38dBm,,,"QoS Data, SN=567, FN=0, Flags=.p....F."
8,3.8008097000000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-35dBm,,,"QoS Data, SN=568, FN=0, Flags=.p....F."
11,5.2586431000000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-34dBm,,,"QoS Data, SN=569, FN=0, Flags=.p..R.F."
16,6.5540108,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-24dBm,,,"QoS Data, SN=570, FN=0, Flags=.p..R.F."
19,7.2628024,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-55dBm,,,"QoS Data, SN=571, FN=0, Flags=.p....F."
22,7.8799664,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-24dBm,,,"QoS Data, SN=572, FN=0, Flags=.p..R.F."
24,8.7754177,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-24dBm,,,"QoS Data, SN=573, FN=0, Flags=.p....F."
26,9.731280700000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-42dBm,,,"QoS Data, SN=574, FN=0, Flags=.p..R.F."
28,9.777763600000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,219,-43dBm,,,"QoS Data, SN=575, FN=0, Flags=.p....F."
29,11.020259800000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,251,-32dBm,,,"QoS Data, SN=576, FN=0, Flags=.p....F."
30,12.173114500000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-27dBm,,,"QoS Data, SN=577, FN=0, Flags=.p....F."
31,12.771001400000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-39dBm,,,"QoS Data, SN=578, FN=0, Flags=.p....F."
34,13.755175200000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-26dBm,,,"QoS Data, SN=579, FN=0, Flags=.p....F."
