No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
2,1.4066619,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-21dBm,,,"QoS Data, SN=957, FN=0, Flags=.p....F."
3,1.4525864,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-23dBm,,,"QoS Data, SN=958, FN=0, Flags=.p....F."
4,1.7655942,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,167,-37dBm,,,"QoS Data, SN=959, FN=0, Flags=.p....F."
8,3.6554953,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,147,-41dBm,,,"QoS Data, SN=960, FN=0, Flags=.p....F."
12,5.42418,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,221,-37dBm,,,"QoS Data, SN=961, FN=0, Flags=.p....F."
17,6.7400994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,180,-33dBm,,,"QoS Data, SN=962, FN=0, Flags=.p....F."
22,8.0228334,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-30dBm,,,"QoS Data, SN=963, FN=0, Flags=.p....F."
27,8.6075087,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-21dBm,,,"QoS Data, SN=964, FN=0, Flags=.p..R.F."
30,8.674107000000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-41dBm,,,"QoS Data, SN=965, FN=0, Flags=.p..R.F."
31,9.173417700000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-41dBm,,,"QoS Data, SN=966, FN=0, Flags=.p....F."
33,10.968113300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-34dBm,,,"QoS Data, SN=967, FN=0, Flags=.p....F."
36,12.332930500000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-29dBm,,,"QoS Data, SN=968, FN=0, Flags=.p....F."
41,12.993988400000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-36dBm,,,"QoS Data, SN=969, FN=0, Flags=.p....F."
43,13.873642200000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-36dBm,,,"QoS Data, SN=970, FN=0, Flags=.p..R.F."
45,15.708349100000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,177,-25dBm,,,"QoS Data, SN=971, FN=0, Flags=.p....F."
48,16.738292300000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-51dBm,,,"QoS Data, SN=972, FN=0, Flags=.p....F."
51,17.879923200000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,205,-36dBm,,,"QoS Data, SN=973, FN=0, Flags=.p....F."
56,18.968781100000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,173,-28dBm,,,"QoS Data, SN=974, FN=0, Flags=.p....F."
