No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
269,85.00711080000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-60dBm,,,"QoS Data, SN=699, FN=0, Flags=.p..R.F."
274,85.67277170000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-44dBm,,,"QoS Data, SN=700, FN=0, Flags=.p....F."
276,86.47865580000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-50dBm,,,"QoS Data, SN=701, FN=0, Flags=.p....F."
277,87.63541560000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-60dBm,,,"QoS Data, SN=702, FN=0, Flags=.p....F."
280,89.08316030000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-33dBm,,,"QoS Data, SN=703, FN=0, Flags=.p....F."
285,89.44441110000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,188,-42dBm,,,"QoS Data, SN=704, FN=0, Flags=.p....F."
286,91.15633790000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-43dBm,,,"QoS Data, SN=705, FN=0, Flags=.p....F."
288,91.26966200000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-42dBm,,,"QoS Data, SN=706, FN=0, Flags=.p....F."
290,91.84155200000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-51dBm,,,"QoS Data, SN=707, FN=0, Flags=.p....F."
295,92.24049470000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-50dBm,,,"QoS Data, SN=708, FN=0, Flags=.p....F."
296,93.28376030000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-59dBm,,,"QoS Data, SN=709, FN=0, Flags=.p....F."
299,93.91616280000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-38dBm,,,"QoS Data, SN=710, FN=0, Flags=.p....F."
301,93.97854610000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-52dBm,,,"QoS Data, SN=711, FN=0, Flags=.p..R.F."
305,94.55691830000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-53dBm,,,"QoS Data, SN=712, FN=0, Flags=.p....F."
306,95.35402600000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-43dBm,,,"QoS Data, SN=713, FN=0, Flags=.p..R.F."
310,95.74383980000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-50dBm,,,"QoS Data, SN=714, FN=0, Flags=.p..R.F."
315,97.70407290000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,197,-39dBm,,,"QoS Data, SN=715, FN=0, Flags=.p....F."
318,99.13405130000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-42dBm,,,"QoS Data, SN=716, FN=0, Flags=.p....F."
319,99.52344900000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-46dBm,,,"QoS Data, SN=717, FN=0, Flags=.p..R.F."
321,100.10804080000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-51dBm,,,"QoS Data, SN=718, FN=0, Flags=.p....F."
322,101.5513779,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,112,-39dBm,,,"QoS Data, SN=719, FN=0, Flags=.p..R.F."
325,102.6914797,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,245,-49dBm,,,"QoS Data, SN=720, FN=0, Flags=.p..R.F."
326,103.114711,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,245,-53dBm,,,"QoS Data, SN=721, FN=0, Flags=.p....F."
327,104.2508837,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-59dBm,,,"QoS Data, SN=722, FN=0, Flags=.p....F."
332,105.021715,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-44dBm,,,"QoS Data, SN=723, FN=0, Flags=.p....F."
334,106.6905978,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-62dBm,,,"QoS Data, SN=724, FN=0, Flags=.p....F."
338,107.94348380000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-49dBm,,,"QoS Data, SN=725, FN=0, Flags=.p..R.F."
342,109.4088818,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,191,-36dBm,,,"QoS Data, SN=726, FN=0, Flags=.p....F."
344,111.4000925,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-55dBm,,,"QoS Data, SN=727, FN=0, Flags=.p....F."
347,111.4527068,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-43dBm,,,"QoS Data, SN=728, FN=0, Flags=.p....F."
351,111.4855998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-49dBm,,,"QoS Data, SN=729, FN=0, Flags=.p....F."
356,113.07773300000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-47dBm,,,"QoS Data, SN=730, FN=0, Flags=.p..R.F."
358,114.9343185,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-44dBm,,,"QoS Data, SN=731, FN=0, Flags=.p....F."
361,116.2858954,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-34dBm,,,"QoS Data, SN=732, FN=0, Flags=.p....F."
364,116.485926,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-54dBm,,,"QoS Data, SN=733, FN=0, Flags=.p....F."
368,117.1356641,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-46dBm,,,"QoS Data, SN=734, FN=0, Flags=.p..R.F."
369,118.4220115,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-36dBm,,,"QoS Data, SN=735, FN=0, Flags=.p....F."
373,118.79460279999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-33dBm,,,"QoS Data, SN=736, FN=0, Flags=.p..R.F."
376,119.99445139999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-36dBm,,,"QoS Data, SN=737, FN=0, Flags=.p..R.F."
377,121.091174,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-42dBm,,,"QoS Data, SN=738, FN=0, Flags=.p..R.F."
378,122.26722679999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-44dBm,,,"QoS Data, SN=739, FN=0, Flags=.p....F."
382,122.99052609999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-33dBm,,,"QoS Data, SN=740, FN=0, Flags=.p..R.F."
384,123.00482709999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-48dBm,,,"QoS Data, SN=741, FN=0, Flags=.p....F."
386,123.96856689999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-45dBm,,,"QoS Data, SN=742, FN=0, Flags=.p..R.F."
391,125.28328789999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-55dBm,,,"QoS Data, SN=743, FN=0, Flags=.p..R.F."
394,126.48528839999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,128,-40dBm,,,"QoS Data, SN=744, FN=0, Flags=.p....F."
398,127.69820749999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-42dBm,,,"QoS Data, SN=745, FN=0, Flags=.p....F."
401,129.62610089999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-37dBm,,,"QoS Data, SN=746, FN=0, Flags=.p....F."
406,130.04932329999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-41dBm,,,"QoS Data, SN=747, FN=0, Flags=.p..R.F."
407,130.65239259999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-50dBm,,,"QoS Data, SN=748, FN=0, Flags=.p..R.F."
411,131.38448689999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,218,-47dBm,,,"QoS Data, SN=749, FN=0, Flags=.p....F."
416,132.74875749999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-50dBm,,,"QoS Data, SN=750, FN=0, Flags=.p....F."
419,133.55111779999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-40dBm,,,"QoS Data, SN=751, FN=0, Flags=.p..R.F."
424,133.69377829999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-45dBm,,,"QoS Data, SN=752, FN=0, Flags=.p....F."
428,134.37392549999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-42dBm,,,"QoS Data, SN=753, FN=0, Flags=.p....F."
433,136.00670699999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-47dBm,,,"QoS Data, SN=754, FN=0, Flags=.p....F."
438,137.65466689999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-39dBm,,,"QoS Data, SN=755, FN=0, Flags=.p....F."
440,138.77996179999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-38dBm,,,"QoS Data, SN=756, FN=0, Flags=.p....F."
443,138.94912509999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-57dBm,,,"QoS Data, SN=757, FN=0, Flags=.p....F."
445,139.16305629999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-47dBm,,,"QoS Data, SN=758, FN=0, Flags=.p....F."
450,140.63073509999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-48dBm,,,"QoS Data, SN=759, FN=0, Flags=.p....F."
454,141.5042023999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-46dBm,,,"QoS Data, SN=760, FN=0, Flags=.p....F."
459,142.2222756999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-43dBm,,,"QoS Data, SN=761, FN=0, Flags=.p....F."
461,144.1290251999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-50dBm,,,"QoS Data, SN=762, FN=0, Flags=.p..R.F."
466,145.99420299999989,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-51dBm,,,"QoS Data, SN=763, FN=0, Flags=.p....F."
470,146.5108968999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-57dBm,,,"QoS Data, SN=764, FN=0, Flags=.p....F."
471,147.6549141999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-32dBm,,,"QoS Data, SN=765, FN=0, Flags=.p....F."
473,149.4527723999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-57dBm,,,"QoS Data, SN=766, FN=0, Flags=.p....F."
477,150.2517582999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-56dBm,,,"QoS Data, SN=767, FN=0, Flags=.p....F."
480,151.25839609999989,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-47dBm,,,"QoS Data, SN=768, FN=0, Flags=.p....F."
484,151.58737719999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-48dBm,,,"QoS Data, SN=769, FN=0, Flags=.p....F."
488,151.62643939999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-61dBm,,,"QoS Data, SN=770, FN=0, Flags=.p....F."
489,153.34143679999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-48dBm,,,"QoS Data, SN=771, FN=0, Flags=.p....F."
493,155.32338209999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-61dBm,,,"QoS Data, SN=772, FN=0, Flags=.p..R.F."
497,155.43500639999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-44dBm,,,"QoS Data, SN=773, FN=0, Flags=.p..R.F."
501,156.62895629999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-60dBm,,,"QoS Data, SN=774, FN=0, Flags=.p....F."
503,156.89974519999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-55dBm,,,"QoS Data, SN=775, FN=0, Flags=.p....F."
507,158.88307649999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-47dBm,,,"QoS Data, SN=776, FN=0, Flags=.p..R.F."
512,159.42902739999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-38dBm,,,"QoS Data, SN=777, FN=0, Flags=.p....F."
515,159.65481719999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-46dBm,,,"QoS Data, SN=778, FN=0, Flags=.p....F."
518,160.24888859999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-41dBm,,,"QoS Data, SN=779, FN=0, Flags=.p..R.F."
523,162.11063989999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-44dBm,,,"QoS Data, SN=780, FN=0, Flags=.p....F."
528,162.57229609999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-45dBm,,,"QoS Data, SN=781, FN=0, Flags=.p....F."
529,163.40099999999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-47dBm,,,"QoS Data, SN=782, FN=0, Flags=.p....F."
533,163.91714439999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-42dBm,,,"QoS Data, SN=783, FN=0, Flags=.p....F."
537,165.49802869999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-49dBm,,,"QoS Data, SN=784, FN=0, Flags=.p....F."
541,166.96252839999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-44dBm,,,"QoS Data, SN=785, FN=0, Flags=.p....F."
545,168.61634019999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-37dBm,,,"QoS Data, SN=786, FN=0, Flags=.p....F."
549,170.41965959999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,222,-57dBm,,,"QoS Data, SN=787, FN=0, Flags=.p..R.F."
553,171.62443689999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,128,-43dBm,,,"QoS Data, SN=788, FN=0, Flags=.p....F."
558,173.27174869999988,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-36dBm,,,"QoS Data, SN=789, FN=0, Flags=.p....F."
560,174.29769339999987,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-50dBm,,,"QoS Data, SN=790, FN=0, Flags=.p....F."
