No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
5,1.6696119,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,228,-43dBm,,,"QoS Data, SN=801, FN=0, Flags=.p....F."
10,3.2642051,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-40dBm,,,"QoS Data, SN=802, FN=0, Flags=.p....F."
11,4.0333878,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-34dBm,,,"QoS Data, SN=803, FN=0, Flags=.p....F."
13,4.8880391,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-45dBm,,,"QoS Data, SN=804, FN=0, Flags=.p..R.F."
14,5.550746200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-32dBm,,,"QoS Data, SN=805, FN=0, Flags=.p....F."
16,6.6066473000000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-53dBm,,,"QoS Data, SN=806, FN=0, Flags=.p....F."
17,8.3119457,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-46dBm,,,"QoS Data, SN=807, FN=0, Flags=.p....F."
19,9.9365509,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-40dBm,,,"QoS Data, SN=808, FN=0, Flags=.p....F."
24,10.739537200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-50dBm,,,"QoS Data, SN=809, FN=0, Flags=.p....F."
27,11.550381300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-49dBm,,,"QoS Data, SN=810, FN=0, Flags=.p..R.F."
31,11.588914200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-46dBm,,,"QoS Data, SN=811, FN=0, Flags=.p....F."
32,12.683272100000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-44dBm,,,"QoS Data, SN=812, FN=0, Flags=.p..R.F."
35,14.181615400000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,204,-44dBm,,,"QoS Data, SN=813, FN=0, Flags=.p..R.F."
40,15.878442100000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-46dBm,,,"QoS Data, SN=814, FN=0, Flags=.p....F."
44,16.1748078,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-40dBm,,,"QoS Data, SN=815, FN=0, Flags=.p..R.F."
48,16.8100898,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-45dBm,,,"QoS Data, SN=816, FN=0, Flags=.p....F."
51,18.6519974,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-37dBm,,,"QoS Data, SN=817, FN=0, Flags=.p....F."
53,20.206820999999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-42dBm,,,"QoS Data, SN=818, FN=0, Flags=.p....F."
55,20.974397099999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-31dBm,,,"QoS Data, SN=819, FN=0, Flags=.p..R.F."
60,21.743562499999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-46dBm,,,"QoS Data, SN=820, FN=0, Flags=.p..R.F."
65,22.641821199999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-46dBm,,,"QoS Data, SN=821, FN=0, Flags=.p....F."
69,23.459709299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-57dBm,,,"QoS Data, SN=822, FN=0, Flags=.p....F."
73,23.942567499999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-48dBm,,,"QoS Data, SN=823, FN=0, Flags=.p....F."
75,24.702197399999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-42dBm,,,"QoS Data, SN=824, FN=0, Flags=.p....F."
80,25.322776399999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-44dBm,,,"QoS Data, SN=825, FN=0, Flags=.p..R.F."
83,25.966246599999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-41dBm,,,"QoS Data, SN=826, FN=0, Flags=.p..R.F."
85,26.140546599999993,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-36dBm,,,"QoS Data, SN=827, FN=0, Flags=.p....F."
89,27.075793799999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-45dBm,,,"QoS Data, SN=828, FN=0, Flags=.p....F."
94,28.65374479999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-44dBm,,,"QoS Data, SN=829, FN=0, Flags=.p..R.F."
95,29.740152399999992,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-38dBm,,,"QoS Data, SN=830, FN=0, Flags=.p....F."
96,30.60057829999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-33dBm,,,"QoS Data, SN=831, FN=0, Flags=.p..R.F."
97,30.81677539999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-55dBm,,,"QoS Data, SN=832, FN=0, Flags=.p....F."
100,32.37354459999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-34dBm,,,"QoS Data, SN=833, FN=0, Flags=.p....F."
102,33.54464099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-45dBm,,,"QoS Data, SN=834, FN=0, Flags=.p..R.F."
103,34.77096889999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-38dBm,,,"QoS Data, SN=835, FN=0, Flags=.p..R.F."
108,34.96681099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-25dBm,,,"QoS Data, SN=836, FN=0, Flags=.p....F."
112,35.99594849999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-43dBm,,,"QoS Data, SN=837, FN=0, Flags=.p....F."
116,36.62770799999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-45dBm,,,"QoS Data, SN=838, FN=0, Flags=.p....F."
