No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
2,0.0673642,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-36dBm,,,"QoS Data, SN=424, FN=0, Flags=.p....F."
3,1.5486378,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-35dBm,,,"QoS Data, SN=425, FN=0, Flags=.p..R.F."
7,3.0465622999999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-36dBm,,,"QoS Data, SN=426, FN=0, Flags=.p....F."
8,3.9598820999999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,161,-34dBm,,,"QoS Data, SN=427, FN=0, Flags=.p....F."
10,5.6621393,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-29dBm,,,"QoS Data, SN=428, FN=0, Flags=.p....F."
14,6.3686681,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-37dBm,,,"QoS Data, SN=429, FN=0, Flags=.p..R.F."
18,6.457292,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-38dBm,,,"QoS Data, SN=430, FN=0, Flags=.p....F."
22,7.0817745,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-55dBm,,,"QoS Data, SN=431, FN=0, Flags=.p....F."
26,7.1366236,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-37dBm,,,"QoS Data, SN=432, FN=0, Flags=.p....F."
28,7.8959663,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-41dBm,,,"QoS Data, SN=433, FN=0, Flags=.p....F."
33,8.462104700000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,239,-34dBm,,,"QoS Data, SN=434, FN=0, Flags=.p....F."
38,9.662592900000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-39dBm,,,"QoS Data, SN=435, FN=0, Flags=.p....F."
41,9.667261300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-53dBm,,,"QoS Data, SN=436, FN=0, Flags=.p....F."
46,9.9913181,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-32dBm,,,"QoS Data, SN=437, FN=0, Flags=.p..R.F."
50,11.759722100000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-46dBm,,,"QoS Data, SN=438, FN=0, Flags=.p....F."
51,11.855077900000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-40dBm,,,"QoS Data, SN=439, FN=0, Flags=.p....F."
52,12.771152500000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-29dBm,,,"QoS Data, SN=440, FN=0, Flags=.p....F."
56,12.893423700000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-29dBm,,,"QoS Data, SN=441, FN=0, Flags=.p....F."
60,14.365735700000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,124,-36dBm,,,"QoS Data, SN=442, FN=0, Flags=.p....F."
62,16.1653357,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-24dBm,,,"QoS Data, SN=443, FN=0, Flags=.p..R.F."
66,17.4387534,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-34dBm,,,"QoS Data, SN=444, FN=0, Flags=.p....F."
70,19.0112537,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-34dBm,,,"QoS Data, SN=445, FN=0, Flags=.p....F."
74,19.813741,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-39dBm,,,"QoS Data, SN=446, FN=0, Flags=.p....F."
77,21.243812600000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-39dBm,,,"QoS Data, SN=447, FN=0, Flags=.p..R.F."
82,23.1975203,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-44dBm,,,"QoS Data, SN=448, FN=0, Flags=.p....F."
87,24.3513937,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-37dBm,,,"QoS Data, SN=449, FN=0, Flags=.p....F."
88,25.2869614,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-44dBm,,,"QoS Data, SN=450, FN=0, Flags=.p....F."
89,27.269120299999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-41dBm,,,"QoS Data, SN=451, FN=0, Flags=.p....F."
91,27.729497799999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-35dBm,,,"QoS Data, SN=452, FN=0, Flags=.p..R.F."
95,29.659473999999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,246,-54dBm,,,"QoS Data, SN=453, FN=0, Flags=.p....F."
96,31.166291399999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-41dBm,,,"QoS Data, SN=454, FN=0, Flags=.p....F."
101,31.619199699999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-53dBm,,,"QoS Data, SN=455, FN=0, Flags=.p..R.F."
104,32.414103299999994,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-28dBm,,,"QoS Data, SN=456, FN=0, Flags=.p....F."
109,34.27457619999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-39dBm,,,"QoS Data, SN=457, FN=0, Flags=.p....F."
113,35.83442639999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-41dBm,,,"QoS Data, SN=458, FN=0, Flags=.p..R.F."
117,36.58482969999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-24dBm,,,"QoS Data, SN=459, FN=0, Flags=.p....F."
118,37.31282269999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-51dBm,,,"QoS Data, SN=460, FN=0, Flags=.p....F."
121,37.37803179999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-36dBm,,,"QoS Data, SN=461, FN=0, Flags=.p..R.F."
126,38.226635499999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,250,-28dBm,,,"QoS Data, SN=462, FN=0, Flags=.p..R.F."
128,39.490475899999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-53dBm,,,"QoS Data, SN=463, FN=0, Flags=.p....F."
129,40.13702339999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-33dBm,,,"QoS Data, SN=464, FN=0, Flags=.p....F."
134,40.633727399999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-48dBm,,,"QoS Data, SN=465, FN=0, Flags=.p....F."
137,41.349416699999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-49dBm,,,"QoS Data, SN=466, FN=0, Flags=.p..R.F."
139,42.612755499999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,168,-43dBm,,,"QoS Data, SN=467, FN=0, Flags=.p....F."
142,43.348521199999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,168,-34dBm,,,"QoS Data, SN=468, FN=0, Flags=.p....F."
146,44.494051599999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-34dBm,,,"QoS Data, SN=469, FN=0, Flags=.p..R.F."
150,45.959809499999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-48dBm,,,"QoS Data, SN=470, FN=0, Flags=.p....F."
152,46.956708699999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,182,-48dBm,,,"QoS Data, SN=471, FN=0, Flags=.p....F."
154,48.82241049999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-27dBm,,,"QoS Data, SN=472, FN=0, Flags=.p....F."
159,49.76558809999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-49dBm,,,"QoS Data, SN=473, FN=0, Flags=.p..R.F."
161,50.29933429999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-43dBm,,,"QoS Data, SN=474, FN=0, Flags=.p..R.F."
162,52.07800919999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-35dBm,,,"QoS Data, SN=475, FN=0, Flags=.p....F."
166,52.40043089999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-51dBm,,,"QoS Data, SN=476, FN=0, Flags=.p..R.F."
169,53.36713639999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-30dBm,,,"QoS Data, SN=477, FN=0, Flags=.p..R.F."
170,55.34028589999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-43dBm,,,"QoS Data, SN=478, FN=0, Flags=.p..R.F."
172,55.79654019999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-38dBm,,,"QoS Data, SN=479, FN=0, Flags=.p....F."
177,56.22865749999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-24dBm,,,"QoS Data, SN=480, FN=0, Flags=.p....F."
181,57.65087759999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,135,-31dBm,,,"QoS Data, SN=481, FN=0, Flags=.p....F."
183,58.300101699999985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,135,-38dBm,,,"QoS Data, SN=482, FN=0, Flags=.p....F."
184,60.156672999999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-41dBm,,,"QoS Data, SN=483, FN=0, Flags=.p....F."
187,60.66266919999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-19dBm,,,"QoS Data, SN=484, FN=0, Flags=.p....F."
188,62.12510849999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,220,-27dBm,,,"QoS Data, SN=485, FN=0, Flags=.p..R.F."
193,63.42423439999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-39dBm,,,"QoS Data, SN=486, FN=0, Flags=.p..R.F."
196,63.73725069999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-37dBm,,,"QoS Data, SN=487, FN=0, Flags=.p....F."
199,65.32019949999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,109,-19dBm,,,"QoS Data, SN=488, FN=0, Flags=.p....F."
203,66.76204159999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-38dBm,,,"QoS Data, SN=489, FN=0, Flags=.p....F."
207,67.26962099999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,107,-32dBm,,,"QoS Data, SN=490, FN=0, Flags=.p..R.F."
208,68.42085589999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-40dBm,,,"QoS Data, SN=491, FN=0, Flags=.p..R.F."
210,68.574587,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,240,-37dBm,,,"QoS Data, SN=492, FN=0, Flags=.p....F."
214,70.3653935,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,187,-32dBm,,,"QoS Data, SN=493, FN=0, Flags=.p..R.F."
217,72.2015959,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-32dBm,,,"QoS Data, SN=494, FN=0, Flags=.p....F."
222,72.5016303,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-41dBm,,,"QoS Data, SN=495, FN=0, Flags=.p....F."
223,73.3477609,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-47dBm,,,"QoS Data, SN=496, FN=0, Flags=.p....F."
227,73.94182359999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-40dBm,,,"QoS Data, SN=497, FN=0, Flags=.p..R.F."
232,74.2428221,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-28dBm,,,"QoS Data, SN=498, FN=0, Flags=.p..R.F."
235,74.8693104,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-47dBm,,,"QoS Data, SN=499, FN=0, Flags=.p..R.F."
238,75.51473990000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-41dBm,,,"QoS Data, SN=500, FN=0, Flags=.p....F."
242,77.00433170000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-49dBm,,,"QoS Data, SN=501, FN=0, Flags=.p....F."
243,77.04904200000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-49dBm,,,"QoS Data, SN=502, FN=0, Flags=.p..R.F."
248,77.48056190000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-48dBm,,,"QoS Data, SN=503, FN=0, Flags=.p..R.F."
249,79.22266100000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-38dBm,,,"QoS Data, SN=504, FN=0, Flags=.p....F."
251,79.82731070000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-32dBm,,,"QoS Data, SN=505, FN=0, Flags=.p....F."
254,80.97726850000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,251,-33dBm,,,"QoS Data, SN=506, FN=0, Flags=.p....F."
259,82.62561810000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,118,-46dBm,,,"QoS Data, SN=507, FN=0, Flags=.p....F."
260,84.00379290000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,164,-42dBm,,,"QoS Data, SN=508, FN=0, Flags=.p....F."
264,85.4672776,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,131,-43dBm,,,"QoS Data, SN=509, FN=0, Flags=.p....F."
266,86.3996743,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,131,-45dBm,,,"QoS Data, SN=510, FN=0, Flags=.p..R.F."
269,87.5124367,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-33dBm,,,"QoS Data, SN=511, FN=0, Flags=.p....F."
272,87.82871139999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-41dBm,,,"QoS Data, SN=512, FN=0, Flags=.p..R.F."
275,88.77643289999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,129,-34dBm,,,"QoS Data, SN=513, FN=0, Flags=.p....F."
276,90.59645749999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-35dBm,,,"QoS Data, SN=514, FN=0, Flags=.p..R.F."
279,90.63450769999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-42dBm,,,"QoS Data, SN=515, FN=0, Flags=.p....F."
280,90.74662779999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-49dBm,,,"QoS Data, SN=516, FN=0, Flags=.p....F."
282,91.70746309999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-41dBm,,,"QoS Data, SN=517, FN=0, Flags=.p....F."
286,92.32376119999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-32dBm,,,"QoS Data, SN=518, FN=0, Flags=.p..R.F."
287,92.87109419999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-55dBm,,,"QoS Data, SN=519, FN=0, Flags=.p..R.F."
288,94.28725909999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-36dBm,,,"QoS Data, SN=520, FN=0, Flags=.p....F."
289,96.06525589999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-48dBm,,,"QoS Data, SN=521, FN=0, Flags=.p..R.F."
290,96.13058769999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,159,-52dBm,,,"QoS Data, SN=522, FN=0, Flags=.p....F."
292,97.84932729999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-46dBm,,,"QoS Data, SN=523, FN=0, Flags=.p....F."
296,99.80403899999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-57dBm,,,"QoS Data, SN=524, FN=0, Flags=.p..R.F."
