No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
152,42.42521729999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-54dBm,,,"QoS Data, SN=167, FN=0, Flags=.p..R.F."
153,43.371390399999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-51dBm,,,"QoS Data, SN=168, FN=0, Flags=.p....F."
158,44.6318194,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,131,-52dBm,,,"QoS Data, SN=169, FN=0, Flags=.p....F."
160,45.486198099999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,131,-49dBm,,,"QoS Data, SN=170, FN=0, Flags=.p..R.F."
164,47.093700399999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-44dBm,,,"QoS Data, SN=171, FN=0, Flags=.p..R.F."
166,49.06404499999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,253,-46dBm,,,"QoS Data, SN=172, FN=0, Flags=.p....F."
167,50.01234019999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,253,-45dBm,,,"QoS Data, SN=173, FN=0, Flags=.p....F."
171,51.28635199999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-43dBm,,,"QoS Data, SN=174, FN=0, Flags=.p....F."
172,52.222779799999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-45dBm,,,"QoS Data, SN=175, FN=0, Flags=.p..R.F."
176,52.60069159999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-49dBm,,,"QoS Data, SN=176, FN=0, Flags=.p....F."
180,52.759230299999984,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,190,-46dBm,,,"QoS Data, SN=177, FN=0, Flags=.p....F."
184,53.979757699999986,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,144,-44dBm,,,"QoS Data, SN=178, FN=0, Flags=.p....F."
185,55.49884329999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-46dBm,,,"QoS Data, SN=179, FN=0, Flags=.p....F."
186,57.25478969999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-50dBm,,,"QoS Data, SN=180, FN=0, Flags=.p....F."
190,58.92291079999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-44dBm,,,"QoS Data, SN=181, FN=0, Flags=.p....F."
193,59.28708349999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-44dBm,,,"QoS Data, SN=182, FN=0, Flags=.p..R.F."
198,59.68768839999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-44dBm,,,"QoS Data, SN=183, FN=0, Flags=.p..R.F."
200,60.632415799999976,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,224,-39dBm,,,"QoS Data, SN=184, FN=0, Flags=.p..R.F."
204,61.84519159999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-40dBm,,,"QoS Data, SN=185, FN=0, Flags=.p....F."
209,63.11606069999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-47dBm,,,"QoS Data, SN=186, FN=0, Flags=.p....F."
212,63.777789399999975,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,115,-46dBm,,,"QoS Data, SN=187, FN=0, Flags=.p..R.F."
213,65.01995959999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-49dBm,,,"QoS Data, SN=188, FN=0, Flags=.p..R.F."
215,65.38158019999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,244,-58dBm,,,"QoS Data, SN=189, FN=0, Flags=.p....F."
217,66.84507909999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-49dBm,,,"QoS Data, SN=190, FN=0, Flags=.p..R.F."
218,67.49404469999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-47dBm,,,"QoS Data, SN=191, FN=0, Flags=.p....F."
219,68.16415609999997,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-46dBm,,,"QoS Data, SN=192, FN=0, Flags=.p....F."
223,70.01730479999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,151,-48dBm,,,"QoS Data, SN=193, FN=0, Flags=.p....F."
226,71.66744629999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,173,-53dBm,,,"QoS Data, SN=194, FN=0, Flags=.p....F."
229,73.06622139999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-42dBm,,,"QoS Data, SN=195, FN=0, Flags=.p..R.F."
231,74.63240159999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,114,-55dBm,,,"QoS Data, SN=196, FN=0, Flags=.p....F."
233,75.85985809999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,140,-49dBm,,,"QoS Data, SN=197, FN=0, Flags=.p....F."
234,77.29247349999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-43dBm,,,"QoS Data, SN=198, FN=0, Flags=.p..R.F."
236,77.39313149999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-49dBm,,,"QoS Data, SN=199, FN=0, Flags=.p....F."
241,78.69367589999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,143,-50dBm,,,"QoS Data, SN=200, FN=0, Flags=.p..R.F."
243,80.07353129999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-49dBm,,,"QoS Data, SN=201, FN=0, Flags=.p....F."
247,81.04091479999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-53dBm,,,"QoS Data, SN=202, FN=0, Flags=.p....F."
252,81.49160679999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-43dBm,,,"QoS Data, SN=203, FN=0, Flags=.p..R.F."
256,81.57574089999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-49dBm,,,"QoS Data, SN=204, FN=0, Flags=.p....F."
261,81.88482479999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-45dBm,,,"QoS Data, SN=205, FN=0, Flags=.p....F."
264,83.68301319999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-46dBm,,,"QoS Data, SN=206, FN=0, Flags=.p....F."
266,84.08391259999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-50dBm,,,"QoS Data, SN=207, FN=0, Flags=.p....F."
267,85.6446673,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,128,-45dBm,,,"QoS Data, SN=208, FN=0, Flags=.p....F."
271,87.0985048,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-40dBm,,,"QoS Data, SN=209, FN=0, Flags=.p..R.F."
274,87.2705985,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-42dBm,,,"QoS Data, SN=210, FN=0, Flags=.p....F."
277,87.4929511,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-47dBm,,,"QoS Data, SN=211, FN=0, Flags=.p....F."
281,88.68986459999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,146,-56dBm,,,"QoS Data, SN=212, FN=0, Flags=.p....F."
283,90.3872816,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-57dBm,,,"QoS Data, SN=213, FN=0, Flags=.p....F."
286,90.78236349999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-49dBm,,,"QoS Data, SN=214, FN=0, Flags=.p....F."
288,91.50265919999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,202,-47dBm,,,"QoS Data, SN=215, FN=0, Flags=.p....F."
293,93.12257119999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-49dBm,,,"QoS Data, SN=216, FN=0, Flags=.p..R.F."
297,93.33002559999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-52dBm,,,"QoS Data, SN=217, FN=0, Flags=.p..R.F."
300,93.53638869999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,186,-44dBm,,,"QoS Data, SN=218, FN=0, Flags=.p..R.F."
302,95.19794119999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-45dBm,,,"QoS Data, SN=219, FN=0, Flags=.p....F."
303,96.69207789999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,212,-48dBm,,,"QoS Data, SN=220, FN=0, Flags=.p..R.F."
306,98.52840859999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,214,-45dBm,,,"QoS Data, SN=221, FN=0, Flags=.p....F."
307,99.8506125,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,252,-43dBm,,,"QoS Data, SN=222, FN=0, Flags=.p....F."
308,101.0276062,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-47dBm,,,"QoS Data, SN=223, FN=0, Flags=.p....F."
309,102.97347219999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-44dBm,,,"QoS Data, SN=224, FN=0, Flags=.p..R.F."
312,104.44696289999999,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,156,-58dBm,,,"QoS Data, SN=225, FN=0, Flags=.p..R.F."
316,106.0958393,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-42dBm,,,"QoS Data, SN=226, FN=0, Flags=.p....F."
321,106.8734509,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,155,-48dBm,,,"QoS Data, SN=227, FN=0, Flags=.p....F."
322,108.6467727,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-48dBm,,,"QoS Data, SN=228, FN=0, Flags=.p....F."
324,109.053549,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-54dBm,,,"QoS Data, SN=229, FN=0, Flags=.p....F."
325,109.28647790000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-41dBm,,,"QoS Data, SN=230, FN=0, Flags=.p....F."
329,109.7448308,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,145,-46dBm,,,"QoS Data, SN=231, FN=0, Flags=.p....F."
331,110.8447687,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,166,-36dBm,,,"QoS Data, SN=232, FN=0, Flags=.p....F."
336,112.22129650000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,236,-47dBm,,,"QoS Data, SN=233, FN=0, Flags=.p....F."
337,113.23445500000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-57dBm,,,"QoS Data, SN=234, FN=0, Flags=.p....F."
342,113.91788060000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-53dBm,,,"QoS Data, SN=235, FN=0, Flags=.p....F."
347,114.20281430000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-44dBm,,,"QoS Data, SN=236, FN=0, Flags=.p....F."
351,114.49047970000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-45dBm,,,"QoS Data, SN=237, FN=0, Flags=.p....F."
354,115.70011910000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-43dBm,,,"QoS Data, SN=238, FN=0, Flags=.p..R.F."
358,115.92211150000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-55dBm,,,"QoS Data, SN=239, FN=0, Flags=.p..R.F."
363,116.06838040000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-52dBm,,,"QoS Data, SN=240, FN=0, Flags=.p....F."
365,116.47022960000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-54dBm,,,"QoS Data, SN=241, FN=0, Flags=.p....F."
370,117.19716430000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-48dBm,,,"QoS Data, SN=242, FN=0, Flags=.p..R.F."
374,117.38018950000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,138,-52dBm,,,"QoS Data, SN=243, FN=0, Flags=.p..R.F."
375,118.91960910000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-56dBm,,,"QoS Data, SN=244, FN=0, Flags=.p..R.F."
378,119.86966270000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,152,-46dBm,,,"QoS Data, SN=245, FN=0, Flags=.p....F."
383,121.30295640000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-39dBm,,,"QoS Data, SN=246, FN=0, Flags=.p....F."
386,121.62315890000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-45dBm,,,"QoS Data, SN=247, FN=0, Flags=.p..R.F."
387,122.33381820000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-49dBm,,,"QoS Data, SN=248, FN=0, Flags=.p....F."
392,123.06300300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-46dBm,,,"QoS Data, SN=249, FN=0, Flags=.p..R.F."
395,124.55092240000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-48dBm,,,"QoS Data, SN=250, FN=0, Flags=.p..R.F."
399,124.61677890000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-49dBm,,,"QoS Data, SN=251, FN=0, Flags=.p..R.F."
404,124.97303540000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-44dBm,,,"QoS Data, SN=252, FN=0, Flags=.p....F."
409,125.00118810000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-49dBm,,,"QoS Data, SN=253, FN=0, Flags=.p....F."
413,125.08887420000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-49dBm,,,"QoS Data, SN=254, FN=0, Flags=.p....F."
414,126.94079270000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-51dBm,,,"QoS Data, SN=255, FN=0, Flags=.p....F."
416,127.51980700000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-45dBm,,,"QoS Data, SN=256, FN=0, Flags=.p....F."
420,128.48198770000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-56dBm,,,"QoS Data, SN=257, FN=0, Flags=.p....F."
425,129.45752610000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-40dBm,,,"QoS Data, SN=258, FN=0, Flags=.p....F."
429,131.01729150000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,232,-50dBm,,,"QoS Data, SN=259, FN=0, Flags=.p..R.F."
431,132.5915313,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-50dBm,,,"QoS Data, SN=260, FN=0, Flags=.p....F."
432,133.79384770000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,117,-47dBm,,,"QoS Data, SN=261, FN=0, Flags=.p....F."
434,134.8302165,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-45dBm,,,"QoS Data, SN=262, FN=0, Flags=.p..R.F."
436,135.6838203,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,121,-48dBm,,,"QoS Data, SN=263, FN=0, Flags=.p....F."
437,137.4592345,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-57dBm,,,"QoS Data, SN=264, FN=0, Flags=.p....F."
441,138.6139252,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-49dBm,,,"QoS Data, SN=265, FN=0, Flags=.p....F."
445,139.8295582,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,162,-43dBm,,,"QoS Data, SN=266, FN=0, Flags=.p....F."
449,141.3176529,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,215,-43dBm,,,"QoS Data, SN=267, FN=0, Flags=.p....F."
450,142.3615521,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-44dBm,,,"QoS Data, SN=268, FN=0, Flags=.p..R.F."
455,144.15597300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-46dBm,,,"QoS Data, SN=269, FN=0, Flags=.p..R.F."
456,145.01974090000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-47dBm,,,"QoS Data, SN=270, FN=0, Flags=.p....F."
458,145.7053035,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,241,-48dBm,,,"QoS Data, SN=271, FN=0, Flags=.p..R.F."
460,146.7112702,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,248,-52dBm,,,"QoS Data, SN=272, FN=0, Flags=.p....F."
465,147.9388998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-43dBm,,,"QoS Data, SN=273, FN=0, Flags=.p....F."
469,149.4662658,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,149,-41dBm,,,"QoS Data, SN=274, FN=0, Flags=.p....F."
471,151.3301856,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-51dBm,,,"QoS Data, SN=275, FN=0, Flags=.p....F."
472,152.8985319,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-45dBm,,,"QoS Data, SN=276, FN=0, Flags=.p....F."
476,153.5960015,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-50dBm,,,"QoS Data, SN=277, FN=0, Flags=.p..R.F."
481,154.1603516,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-44dBm,,,"QoS Data, SN=278, FN=0, Flags=.p....F."
482,155.07446910000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-49dBm,,,"QoS Data, SN=279, FN=0, Flags=.p..R.F."
487,155.45559880000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,181,-41dBm,,,"QoS Data, SN=280, FN=0, Flags=.p..R.F."
488,157.25938570000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-50dBm,,,"QoS Data, SN=281, FN=0, Flags=.p..R.F."
492,157.88339390000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,208,-50dBm,,,"QoS Data, SN=282, FN=0, Flags=.p....F."
495,159.3927116,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-48dBm,,,"QoS Data, SN=283, FN=0, Flags=.p..R.F."
497,160.815536,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-48dBm,,,"QoS Data, SN=284, FN=0, Flags=.p....F."
502,162.5339658,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-50dBm,,,"QoS Data, SN=285, FN=0, Flags=.p....F."
506,164.1792186,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-49dBm,,,"QoS Data, SN=286, FN=0, Flags=.p..R.F."
511,165.0309029,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,238,-50dBm,,,"QoS Data, SN=287, FN=0, Flags=.p....F."
515,166.827446,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-40dBm,,,"QoS Data, SN=288, FN=0, Flags=.p..R.F."
518,167.004386,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-53dBm,,,"QoS Data, SN=289, FN=0, Flags=.p....F."
521,167.0545845,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-52dBm,,,"QoS Data, SN=290, FN=0, Flags=.p..R.F."
526,168.3400154,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-44dBm,,,"QoS Data, SN=291, FN=0, Flags=.p..R.F."
529,168.8184435,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-55dBm,,,"QoS Data, SN=292, FN=0, Flags=.p....F."
534,170.5196456,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,109,-55dBm,,,"QoS Data, SN=293, FN=0, Flags=.p....F."
538,172.4703164,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-48dBm,,,"QoS Data, SN=294, FN=0, Flags=.p....F."
541,173.1027302,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-50dBm,,,"QoS Data, SN=295, FN=0, Flags=.p....F."
543,173.3266004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-45dBm,,,"QoS Data, SN=296, FN=0, Flags=.p..R.F."
546,173.3320824,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-48dBm,,,"QoS Data, SN=297, FN=0, Flags=.p....F."
548,175.0255512,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-51dBm,,,"QoS Data, SN=298, FN=0, Flags=.p..R.F."
550,175.31724219999998,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,231,-47dBm,,,"QoS Data, SN=299, FN=0, Flags=.p..R.F."
552,176.4069467,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,110,-52dBm,,,"QoS Data, SN=300, FN=0, Flags=.p..R.F."
555,177.6702862,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,134,-47dBm,,,"QoS Data, SN=301, FN=0, Flags=.p..R.F."
