No.,Time,Source,Destination,Protocol,Length,Signal strength (dBm),Noise level (dBm),Signal/noise ratio (dB),Info
104,34.106870699999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-34dBm,,,"QoS Data, SN=65, FN=0, Flags=.p....F."
109,34.913004099999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,192,-34dBm,,,"QoS Data, SN=66, FN=0, Flags=.p..R.F."
114,36.8891455,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-25dBm,,,"QoS Data, SN=67, FN=0, Flags=.p....F."
117,37.4086674,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-55dBm,,,"QoS Data, SN=68, FN=0, Flags=.p....F."
119,38.6076561,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-30dBm,,,"QoS Data, SN=69, FN=0, Flags=.p....F."
122,39.3824023,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-41dBm,,,"QoS Data, SN=70, FN=0, Flags=.p....F."
124,39.9005577,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,211,-18dBm,,,"QoS Data, SN=71, FN=0, Flags=.p....F."
127,41.4271172,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-22dBm,,,"QoS Data, SN=72, FN=0, Flags=.p....F."
128,43.036455499999995,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,123,-52dBm,,,"QoS Data, SN=73, FN=0, Flags=.p..R.F."
130,44.639568,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,172,-46dBm,,,"QoS Data, SN=74, FN=0, Flags=.p..R.F."
132,46.238687999999996,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-21dBm,,,"QoS Data, SN=75, FN=0, Flags=.p....F."
134,47.3867748,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-22dBm,,,"QoS Data, SN=76, FN=0, Flags=.p....F."
139,47.5961377,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-33dBm,,,"QoS Data, SN=77, FN=0, Flags=.p....F."
140,48.2967511,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-25dBm,,,"QoS Data, SN=78, FN=0, Flags=.p..R.F."
144,50.151101100000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-44dBm,,,"QoS Data, SN=79, FN=0, Flags=.p..R.F."
146,50.761546800000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-34dBm,,,"QoS Data, SN=80, FN=0, Flags=.p....F."
147,51.00800890000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-44dBm,,,"QoS Data, SN=81, FN=0, Flags=.p..R.F."
151,51.03685670000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-41dBm,,,"QoS Data, SN=82, FN=0, Flags=.p....F."
155,51.64597460000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-38dBm,,,"QoS Data, SN=83, FN=0, Flags=.p....F."
159,52.42046630000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-27dBm,,,"QoS Data, SN=84, FN=0, Flags=.p....F."
164,53.24799740000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,193,-47dBm,,,"QoS Data, SN=85, FN=0, Flags=.p....F."
165,54.97012470000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-37dBm,,,"QoS Data, SN=86, FN=0, Flags=.p....F."
166,55.558796300000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-45dBm,,,"QoS Data, SN=87, FN=0, Flags=.p....F."
171,55.70874250000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-35dBm,,,"QoS Data, SN=88, FN=0, Flags=.p..R.F."
174,55.78562370000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-23dBm,,,"QoS Data, SN=89, FN=0, Flags=.p....F."
178,56.98714030000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,194,-21dBm,,,"QoS Data, SN=90, FN=0, Flags=.p..R.F."
183,58.810854500000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,133,-34dBm,,,"QoS Data, SN=91, FN=0, Flags=.p....F."
188,60.292151100000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-39dBm,,,"QoS Data, SN=92, FN=0, Flags=.p..R.F."
192,60.947697600000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-35dBm,,,"QoS Data, SN=93, FN=0, Flags=.p....F."
194,61.95518320000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-25dBm,,,"QoS Data, SN=94, FN=0, Flags=.p....F."
196,62.97892540000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,209,-18dBm,,,"QoS Data, SN=95, FN=0, Flags=.p....F."
198,64.7223608,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,220,-33dBm,,,"QoS Data, SN=96, FN=0, Flags=.p..R.F."
202,65.019587,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,220,-36dBm,,,"QoS Data, SN=97, FN=0, Flags=.p....F."
206,66.25801630000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-35dBm,,,"QoS Data, SN=98, FN=0, Flags=.p..R.F."
207,66.30935040000001,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,169,-34dBm,,,"QoS Data, SN=99, FN=0, Flags=.p....F."
211,67.39042290000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,230,-44dBm,,,"QoS Data, SN=100, FN=0, Flags=.p..R.F."
214,67.42701860000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,230,-29dBm,,,"QoS Data, SN=101, FN=0, Flags=.p....F."
217,68.46686350000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-38dBm,,,"QoS Data, SN=102, FN=0, Flags=.p..R.F."
221,68.67496200000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-45dBm,,,"QoS Data, SN=103, FN=0, Flags=.p..R.F."
222,69.23819710000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-17dBm,,,"QoS Data, SN=104, FN=0, Flags=.p..R.F."
227,69.72577960000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,157,-28dBm,,,"QoS Data, SN=105, FN=0, Flags=.p....F."
229,71.32017570000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,198,-34dBm,,,"QoS Data, SN=106, FN=0, Flags=.p..R.F."
231,72.48935310000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-61dBm,,,"QoS Data, SN=107, FN=0, Flags=.p....F."
233,74.28066890000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-41dBm,,,"QoS Data, SN=108, FN=0, Flags=.p....F."
234,76.04071080000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,154,-53dBm,,,"QoS Data, SN=109, FN=0, Flags=.p....F."
235,77.91276530000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-28dBm,,,"QoS Data, SN=110, FN=0, Flags=.p....F."
236,79.52111820000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,210,-32dBm,,,"QoS Data, SN=111, FN=0, Flags=.p....F."
241,80.35388600000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,210,-32dBm,,,"QoS Data, SN=112, FN=0, Flags=.p....F."
242,82.01534750000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-35dBm,,,"QoS Data, SN=113, FN=0, Flags=.p....F."
245,82.57161420000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-42dBm,,,"QoS Data, SN=114, FN=0, Flags=.p....F."
249,83.04954060000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-26dBm,,,"QoS Data, SN=115, FN=0, Flags=.p..R.F."
251,83.41771340000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-30dBm,,,"QoS Data, SN=116, FN=0, Flags=.p....F."
254,85.10455050000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-27dBm,,,"QoS Data, SN=117, FN=0, Flags=.p....F."
257,85.62565400000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,189,-49dBm,,,"QoS Data, SN=118, FN=0, Flags=.p....F."
262,87.23321970000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-52dBm,,,"QoS Data, SN=119, FN=0, Flags=.p..R.F."
265,88.86704620000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,255,-44dBm,,,"QoS Data, SN=120, FN=0, Flags=.p..R.F."
269,89.95809420000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,216,-27dBm,,,"QoS Data, SN=121, FN=0, Flags=.p..R.F."
270,91.95241670000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-24dBm,,,"QoS Data, SN=122, FN=0, Flags=.p....F."
272,92.35067430000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,137,-42dBm,,,"QoS Data, SN=123, FN=0, Flags=.p....F."
273,93.36003790000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-24dBm,,,"QoS Data, SN=124, FN=0, Flags=.p..R.F."
276,93.74102780000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,213,-26dBm,,,"QoS Data, SN=125, FN=0, Flags=.p..R.F."
279,95.19653110000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-33dBm,,,"QoS Data, SN=126, FN=0, Flags=.p....F."
280,95.55885700000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,106,-27dBm,,,"QoS Data, SN=127, FN=0, Flags=.p....F."
283,96.83883580000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-40dBm,,,"QoS Data, SN=128, FN=0, Flags=.p..R.F."
285,98.35309780000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,203,-30dBm,,,"QoS Data, SN=129, FN=0, Flags=.p..R.F."
288,100.15358410000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,165,-48dBm,,,"QoS Data, SN=130, FN=0, Flags=.p....F."
290,101.72057520000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-27dBm,,,"QoS Data, SN=131, FN=0, Flags=.p....F."
292,102.48259300000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-36dBm,,,"QoS Data, SN=132, FN=0, Flags=.p....F."
297,102.88692860000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-17dBm,,,"QoS Data, SN=133, FN=0, Flags=.p....F."
301,104.77299570000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-40dBm,,,"QoS Data, SN=134, FN=0, Flags=.p..R.F."
302,104.96334940000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-55dBm,,,"QoS Data, SN=135, FN=0, Flags=.p..R.F."
305,105.51840150000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-51dBm,,,"QoS Data, SN=136, FN=0, Flags=.p....F."
310,107.05246720000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-40dBm,,,"QoS Data, SN=137, FN=0, Flags=.p....F."
311,107.77882860000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-41dBm,,,"QoS Data, SN=138, FN=0, Flags=.p..R.F."
313,108.43823650000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,136,-38dBm,,,"QoS Data, SN=139, FN=0, Flags=.p....F."
315,110.27597740000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-21dBm,,,"QoS Data, SN=140, FN=0, Flags=.p....F."
319,110.71845920000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,125,-21dBm,,,"QoS Data, SN=141, FN=0, Flags=.p..R.F."
321,112.62339220000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-31dBm,,,"QoS Data, SN=142, FN=0, Flags=.p..R.F."
324,112.68375940000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-63dBm,,,"QoS Data, SN=143, FN=0, Flags=.p....F."
328,113.59005700000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-32dBm,,,"QoS Data, SN=144, FN=0, Flags=.p....F."
332,115.21766450000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,141,-22dBm,,,"QoS Data, SN=145, FN=0, Flags=.p..R.F."
333,116.48835830000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-34dBm,,,"QoS Data, SN=146, FN=0, Flags=.p..R.F."
338,117.73251310000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-59dBm,,,"QoS Data, SN=147, FN=0, Flags=.p....F."
343,117.91778750000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-23dBm,,,"QoS Data, SN=148, FN=0, Flags=.p....F."
344,118.16466140000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,150,-31dBm,,,"QoS Data, SN=149, FN=0, Flags=.p....F."
345,119.37559620000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-54dBm,,,"QoS Data, SN=150, FN=0, Flags=.p....F."
349,119.48609110000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-18dBm,,,"QoS Data, SN=151, FN=0, Flags=.p..R.F."
351,120.23606470000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,171,-32dBm,,,"QoS Data, SN=152, FN=0, Flags=.p..R.F."
356,121.95608070000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-49dBm,,,"QoS Data, SN=153, FN=0, Flags=.p....F."
361,122.56687290000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,127,-28dBm,,,"QoS Data, SN=154, FN=0, Flags=.p..R.F."
363,123.84123910000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,196,-21dBm,,,"QoS Data, SN=155, FN=0, Flags=.p....F."
365,125.53088500000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-36dBm,,,"QoS Data, SN=156, FN=0, Flags=.p....F."
369,125.65623580000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,234,-18dBm,,,"QoS Data, SN=157, FN=0, Flags=.p..R.F."
371,127.21536700000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-48dBm,,,"QoS Data, SN=158, FN=0, Flags=.p..R.F."
375,127.40495590000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-41dBm,,,"QoS Data, SN=159, FN=0, Flags=.p....F."
379,127.97806410000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-17dBm,,,"QoS Data, SN=160, FN=0, Flags=.p..R.F."
381,128.07990280000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-30dBm,,,"QoS Data, SN=161, FN=0, Flags=.p....F."
385,128.65109510000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-35dBm,,,"QoS Data, SN=162, FN=0, Flags=.p....F."
387,129.10364560000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,111,-33dBm,,,"QoS Data, SN=163, FN=0, Flags=.p....F."
390,130.90144370000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,183,-53dBm,,,"QoS Data, SN=164, FN=0, Flags=.p..R.F."
394,132.05269510000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,139,-22dBm,,,"QoS Data, SN=165, FN=0, Flags=.p....F."
399,133.55088990000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,206,-53dBm,,,"QoS Data, SN=166, FN=0, Flags=.p..R.F."
402,135.17674460000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,179,-59dBm,,,"QoS Data, SN=167, FN=0, Flags=.p..R.F."
406,137.03282540000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,198,-68dBm,,,"QoS Data, SN=168, FN=0, Flags=.p....F."
408,138.17841580000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-21dBm,,,"QoS Data, SN=169, FN=0, Flags=.p....F."
410,138.39180190000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-45dBm,,,"QoS Data, SN=170, FN=0, Flags=.p..R.F."
413,138.89584290000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,217,-21dBm,,,"QoS Data, SN=171, FN=0, Flags=.p....F."
418,140.62903840000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,170,-31dBm,,,"QoS Data, SN=172, FN=0, Flags=.p..R.F."
419,142.52848890000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,132,-39dBm,,,"QoS Data, SN=173, FN=0, Flags=.p....F."
423,143.62792740000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,178,-28dBm,,,"QoS Data, SN=174, FN=0, Flags=.p....F."
426,144.64607000000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-22dBm,,,"QoS Data, SN=175, FN=0, Flags=.p....F."
430,144.87808730000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,174,-21dBm,,,"QoS Data, SN=176, FN=0, Flags=.p....F."
433,145.91797780000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,168,-49dBm,,,"QoS Data, SN=177, FN=0, Flags=.p....F."
434,147.15128330000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,242,-72dBm,,,"QoS Data, SN=178, FN=0, Flags=.p....F."
435,148.18277750000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,229,-46dBm,,,"QoS Data, SN=179, FN=0, Flags=.p....F."
438,149.67725840000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-34dBm,,,"QoS Data, SN=180, FN=0, Flags=.p....F."
443,150.61837570000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-33dBm,,,"QoS Data, SN=181, FN=0, Flags=.p....F."
444,150.71900080000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-37dBm,,,"QoS Data, SN=182, FN=0, Flags=.p....F."
449,151.58453800000007,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-25dBm,,,"QoS Data, SN=183, FN=0, Flags=.p....F."
451,152.12900940000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,130,-52dBm,,,"QoS Data, SN=184, FN=0, Flags=.p....F."
453,154.03103370000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,235,-38dBm,,,"QoS Data, SN=185, FN=0, Flags=.p....F."
455,155.88324020000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,163,-46dBm,,,"QoS Data, SN=186, FN=0, Flags=.p....F."
456,157.34165460000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,243,-15dBm,,,"QoS Data, SN=187, FN=0, Flags=.p..R.F."
461,158.56436200000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-34dBm,,,"QoS Data, SN=188, FN=0, Flags=.p....F."
465,159.49213500000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,223,-23dBm,,,"QoS Data, SN=189, FN=0, Flags=.p....F."
470,160.83392300000006,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,113,-31dBm,,,"QoS Data, SN=190, FN=0, Flags=.p....F."
471,162.02079060000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,201,-24dBm,,,"QoS Data, SN=191, FN=0, Flags=.p....F."
474,163.99523520000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,116,-65dBm,,,"QoS Data, SN=192, FN=0, Flags=.p..R.F."
477,165.72703380000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-40dBm,,,"QoS Data, SN=193, FN=0, Flags=.p....F."
480,166.71177830000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,142,-36dBm,,,"QoS Data, SN=194, FN=0, Flags=.p..R.F."
484,168.31621380000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-36dBm,,,"QoS Data, SN=195, FN=0, Flags=.p..R.F."
485,168.36622420000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,119,-26dBm,,,"QoS Data, SN=196, FN=0, Flags=.p....F."
488,170.16638870000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,254,-41dBm,,,"QoS Data, SN=197, FN=0, Flags=.p....F."
491,171.42398050000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,108,-37dBm,,,"QoS Data, SN=198, FN=0, Flags=.p....F."
493,173.37219060000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,195,-41dBm,,,"QoS Data, SN=199, FN=0, Flags=.p..R.F."
497,174.51432160000005,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-52dBm,,,"QoS Data, SN=200, FN=0, Flags=.p....F."
501,175.45336670000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-33dBm,,,"QoS Data, SN=201, FN=0, Flags=.p....F."
502,176.41172700000004,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-29dBm,,,"QoS Data, SN=202, FN=0, Flags=.p....F."
506,177.22690330000003,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,225,-32dBm,,,"QoS Data, SN=203, FN=0, Flags=.p..R.F."
507,178.44236450000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,128,-37dBm,,,"QoS Data, SN=204, FN=0, Flags=.p..R.F."
511,179.83594620000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,249,-41dBm,,,"QoS Data, SN=205, FN=0, Flags=.p....F."
512,181.74813540000002,fa:4e:73:5a:14:64,Microsof_98:83:04,802.11,233,-71dBm,,,"QoS Data, SN=206, FN=0, Flags=.p....F."
